region,gender,year,method,count
울산,남,2022.0,whole 320mL,6642.0
울산,여,2022.0,whole 320mL,17309.0
경기,남,2022.0,whole 320mL,12184.0
경기,여,2022.0,whole 320mL,51286.0
강원,남,2022.0,whole 320mL,4696.0
강원,여,2022.0,whole 320mL,21452.0
충북,남,2022.0,whole 320mL,5403.0
충북,여,2022.0,whole 320mL,20044.0
대전·세종·충남,남,2022.0,whole 320mL,9887.0
대전·세종·충남,여,2022.0,whole 320mL,58231.0
전북,남,2022.0,whole 320mL,7061.0
전북,여,2022.0,whole 320mL,23445.0
광주·전남,남,2022.0,whole 320mL,8215.0
광주·전남,여,2022.0,whole 320mL,48988.0
경남,남,2022.0,whole 320mL,7913.0
경남,여,2022.0,whole 320mL,26765.0
제주,남,2022.0,whole 320mL,2643.0
제주,여,2022.0,whole 320mL,10425.0
대한적십자사 외,남,2022.0,whole 320mL,14934.0
대한적십자사 외,여,2022.0,whole 320mL,57148.0
,,,whole 320mL,0.07891592232268062
,,,whole 320mL,
,,,whole 320mL,
서울중앙,남,2005.0,whole 400mL,112554.0
서울중앙,여,2005.0,whole 400mL,2197.0
서울서부,남,2005.0,whole 400mL,66055.0
서울서부,여,2005.0,whole 400mL,358.0
서울남부,남,2005.0,whole 400mL,114076.0
서울남부,여,2005.0,whole 400mL,8110.0
서울동부,남,2005.0,whole 400mL,107783.0
서울동부,여,2005.0,whole 400mL,1055.0
부산,남,2005.0,whole 400mL,108462.0
부산,여,2005.0,whole 400mL,110.0
대구·경북,남,2005.0,whole 400mL,90312.0
대구·경북,여,2005.0,whole 400mL,4.0
인천,남,2005.0,whole 400mL,55471.0
인천,여,2005.0,whole 400mL,1282.0
울산,남,2005.0,whole 400mL,31968.0
울산,여,2005.0,whole 400mL,270.0
경기,남,2005.0,whole 400mL,87285.0
경기,여,2005.0,whole 400mL,4.0
강원,남,2005.0,whole 400mL,57578.0
강원,여,2005.0,whole 400mL,15.0
충북,남,2005.0,whole 400mL,33531.0
충북,여,2005.0,whole 400mL,2723.0
대전·세종·충남,남,2005.0,whole 400mL,95564.0
대전·세종·충남,여,2005.0,whole 400mL,2.0
전북,남,2005.0,whole 400mL,48454.0
전북,여,2005.0,whole 400mL,411.0
광주·전남,남,2005.0,whole 400mL,62835.0
광주·전남,여,2005.0,whole 400mL,62.0
경남,남,2005.0,whole 400mL,61464.0
경남,여,2005.0,whole 400mL,51.0
제주,남,2005.0,whole 400mL,15549.0
제주,여,2005.0,whole 400mL,0.0
대한적십자사 외,남,2005.0,whole 400mL,27299.0
대한적십자사 외,여,2005.0,whole 400mL,2279.0
서울중앙,남,2006.0,whole 400mL,111898.0
서울중앙,여,2006.0,whole 400mL,1767.0
서울서부,남,2006.0,whole 400mL,64408.0
서울서부,여,2006.0,whole 400mL,483.0
서울남부,남,2006.0,whole 400mL,105428.0
서울남부,여,2006.0,whole 400mL,6600.0
서울동부,남,2006.0,whole 400mL,95942.0
서울동부,여,2006.0,whole 400mL,717.0
부산,남,2006.0,whole 400mL,104674.0
부산,여,2006.0,whole 400mL,361.0
대구·경북,남,2006.0,whole 400mL,80289.0
대구·경북,여,2006.0,whole 400mL,1.0
인천,남,2006.0,whole 400mL,52843.0
인천,여,2006.0,whole 400mL,1092.0
울산,남,2006.0,whole 400mL,31182.0
울산,여,2006.0,whole 400mL,354.0
경기,남,2006.0,whole 400mL,81854.0
경기,여,2006.0,whole 400mL,522.0
강원,남,2006.0,whole 400mL,51673.0
강원,여,2006.0,whole 400mL,601.0
충북,남,2006.0,whole 400mL,32208.0
충북,여,2006.0,whole 400mL,2651.0
대전·세종·충남,남,2006.0,whole 400mL,73977.0
대전·세종·충남,여,2006.0,whole 400mL,33.0
전북,남,2006.0,whole 400mL,40580.0
전북,여,2006.0,whole 400mL,249.0
광주·전남,남,2006.0,whole 400mL,70635.0
광주·전남,여,2006.0,whole 400mL,761.0
경남,남,2006.0,whole 400mL,59749.0
경남,여,2006.0,whole 400mL,88.0
제주,남,2006.0,whole 400mL,14344.0
제주,여,2006.0,whole 400mL,0.0
대한적십자사 외,남,2006.0,whole 400mL,32233.0
대한적십자사 외,여,2006.0,whole 400mL,1561.0
서울중앙,남,2007.0,whole 400mL,94376.0
서울중앙,여,2007.0,whole 400mL,2309.0
서울서부,남,2007.0,whole 400mL,69857.0
서울서부,여,2007.0,whole 400mL,909.0
서울남부,남,2007.0,whole 400mL,100673.0
서울남부,여,2007.0,whole 400mL,6895.0
서울동부,남,2007.0,whole 400mL,89780.0
서울동부,여,2007.0,whole 400mL,577.0
부산,남,2007.0,whole 400mL,107765.0
부산,여,2007.0,whole 400mL,752.0
대구·경북,남,2007.0,whole 400mL,84677.0
대구·경북,여,2007.0,whole 400mL,1426.0
인천,남,2007.0,whole 400mL,47120.0
인천,여,2007.0,whole 400mL,930.0
울산,남,2007.0,whole 400mL,36009.0
울산,여,2007.0,whole 400mL,646.0
경기,남,2007.0,whole 400mL,75464.0
경기,여,2007.0,whole 400mL,2276.0
강원,남,2007.0,whole 400mL,46428.0
강원,여,2007.0,whole 400mL,1637.0
충북,남,2007.0,whole 400mL,41407.0
충북,여,2007.0,whole 400mL,4606.0
대전·세종·충남,남,2007.0,whole 400mL,85173.0
대전·세종·충남,여,2007.0,whole 400mL,121.0
전북,남,2007.0,whole 400mL,48902.0
전북,여,2007.0,whole 400mL,424.0
광주·전남,남,2007.0,whole 400mL,82354.0
광주·전남,여,2007.0,whole 400mL,2782.0
경남,남,2007.0,whole 400mL,56829.0
경남,여,2007.0,whole 400mL,27.0
제주,남,2007.0,whole 400mL,14877.0
제주,여,2007.0,whole 400mL,0.0
대한적십자사 외,남,2007.0,whole 400mL,35574.0
대한적십자사 외,여,2007.0,whole 400mL,2041.0
서울중앙,남,2008.0,whole 400mL,92632.0
서울중앙,여,2008.0,whole 400mL,2434.0
서울서부,남,2008.0,whole 400mL,67207.0
서울서부,여,2008.0,whole 400mL,570.0
서울남부,남,2008.0,whole 400mL,104831.0
서울남부,여,2008.0,whole 400mL,7227.0
서울동부,남,2008.0,whole 400mL,89700.0
서울동부,여,2008.0,whole 400mL,379.0
부산,남,2008.0,whole 400mL,108958.0
부산,여,2008.0,whole 400mL,1254.0
대구·경북,남,2008.0,whole 400mL,93678.0
대구·경북,여,2008.0,whole 400mL,2039.0
인천,남,2008.0,whole 400mL,46968.0
인천,여,2008.0,whole 400mL,1266.0
울산,남,2008.0,whole 400mL,33241.0
울산,여,2008.0,whole 400mL,474.0
경기,남,2008.0,whole 400mL,75629.0
경기,여,2008.0,whole 400mL,2402.0
강원,남,2008.0,whole 400mL,40819.0
강원,여,2008.0,whole 400mL,1619.0
충북,남,2008.0,whole 400mL,45570.0
충북,여,2008.0,whole 400mL,5197.0
대전·세종·충남,남,2008.0,whole 400mL,92325.0
대전·세종·충남,여,2008.0,whole 400mL,396.0
전북,남,2008.0,whole 400mL,49541.0
전북,여,2008.0,whole 400mL,521.0
광주·전남,남,2008.0,whole 400mL,76094.0
광주·전남,여,2008.0,whole 400mL,2414.0
경남,남,2008.0,whole 400mL,59524.0
경남,여,2008.0,whole 400mL,3.0
제주,남,2008.0,whole 400mL,14975.0
제주,여,2008.0,whole 400mL,1370.0
대한적십자사 외,남,2008.0,whole 400mL,52522.0
대한적십자사 외,여,2008.0,whole 400mL,3295.0
서울중앙,남,2009.0,whole 400mL,90477.0
서울중앙,여,2009.0,whole 400mL,2577.0
서울서부,남,2009.0,whole 400mL,78566.0
서울서부,여,2009.0,whole 400mL,965.0
서울남부,남,2009.0,whole 400mL,111697.0
서울남부,여,2009.0,whole 400mL,7208.0
서울동부,남,2009.0,whole 400mL,86439.0
서울동부,여,2009.0,whole 400mL,309.0
부산,남,2009.0,whole 400mL,110994.0
부산,여,2009.0,whole 400mL,829.0
대구·경북,남,2009.0,whole 400mL,108799.0
대구·경북,여,2009.0,whole 400mL,1551.0
인천,남,2009.0,whole 400mL,49165.0
인천,여,2009.0,whole 400mL,2103.0
울산,남,2009.0,whole 400mL,34587.0
울산,여,2009.0,whole 400mL,663.0
경기,남,2009.0,whole 400mL,82641.0
경기,여,2009.0,whole 400mL,1885.0
강원,남,2009.0,whole 400mL,42796.0
강원,여,2009.0,whole 400mL,2785.0
충북,남,2009.0,whole 400mL,50873.0
충북,여,2009.0,whole 400mL,5519.0
대전·세종·충남,남,2009.0,whole 400mL,96251.0
대전·세종·충남,여,2009.0,whole 400mL,445.0
전북,남,2009.0,whole 400mL,53334.0
전북,여,2009.0,whole 400mL,180.0
광주·전남,남,2009.0,whole 400mL,76811.0
광주·전남,여,2009.0,whole 400mL,1510.0
경남,남,2009.0,whole 400mL,65714.0
경남,여,2009.0,whole 400mL,11.0
제주,남,2009.0,whole 400mL,14695.0
제주,여,2009.0,whole 400mL,1145.0
대한적십자사 외,남,2009.0,whole 400mL,67819.0
대한적십자사 외,여,2009.0,whole 400mL,8454.0
서울중앙,남,2010.0,whole 400mL,101724.0
서울중앙,여,2010.0,whole 400mL,2525.0
서울서부,남,2010.0,whole 400mL,37971.0
서울서부,여,2010.0,whole 400mL,263.0
서울남부,남,2010.0,whole 400mL,112507.0
서울남부,여,2010.0,whole 400mL,5034.0
서울동부,남,2010.0,whole 400mL,95152.0
서울동부,여,2010.0,whole 400mL,1723.0
부산,남,2010.0,whole 400mL,113326.0
부산,여,2010.0,whole 400mL,0.0
대구·경북,남,2010.0,whole 400mL,100479.0
대구·경북,여,2010.0,whole 400mL,688.0
인천,남,2010.0,whole 400mL,55628.0
인천,여,2010.0,whole 400mL,2699.0
울산,남,2010.0,whole 400mL,32948.0
울산,여,2010.0,whole 400mL,221.0
경기,남,2010.0,whole 400mL,78182.0
경기,여,2010.0,whole 400mL,1616.0
강원,남,2010.0,whole 400mL,46106.0
강원,여,2010.0,whole 400mL,2133.0
충북,남,2010.0,whole 400mL,46669.0
충북,여,2010.0,whole 400mL,4748.0
대전·세종·충남,남,2010.0,whole 400mL,94565.0
대전·세종·충남,여,2010.0,whole 400mL,354.0
전북,남,2010.0,whole 400mL,54349.0
전북,여,2010.0,whole 400mL,4.0
광주·전남,남,2010.0,whole 400mL,69147.0
광주·전남,여,2010.0,whole 400mL,1069.0
경남,남,2010.0,whole 400mL,61922.0
경남,여,2010.0,whole 400mL,3.0
제주,남,2010.0,whole 400mL,13693.0
제주,여,2010.0,whole 400mL,1264.0
대한적십자사 외,남,2010.0,whole 400mL,75421.0
대한적십자사 외,여,2010.0,whole 400mL,14418.0
서울중앙,남,2011.0,whole 400mL,0.0
서울중앙,여,2011.0,whole 400mL,0.0
서울서부,남,2011.0,whole 400mL,104287.0
서울서부,여,2011.0,whole 400mL,4701.0
서울남부,남,2011.0,whole 400mL,111273.0
서울남부,여,2011.0,whole 400mL,3644.0
서울동부,남,2011.0,whole 400mL,103216.0
서울동부,여,2011.0,whole 400mL,10891.0
부산,남,2011.0,whole 400mL,104317.0
부산,여,2011.0,whole 400mL,1.0
대구·경북,남,2011.0,whole 400mL,97703.0
대구·경북,여,2011.0,whole 400mL,524.0
인천,남,2011.0,whole 400mL,62175.0
인천,여,2011.0,whole 400mL,2402.0
울산,남,2011.0,whole 400mL,34518.0
울산,여,2011.0,whole 400mL,16.0
경기,남,2011.0,whole 400mL,77967.0
경기,여,2011.0,whole 400mL,2998.0
강원,남,2011.0,whole 400mL,50853.0
강원,여,2011.0,whole 400mL,1337.0
충북,남,2011.0,whole 400mL,45754.0
충북,여,2011.0,whole 400mL,5707.0
대전·세종·충남,남,2011.0,whole 400mL,94493.0
대전·세종·충남,여,2011.0,whole 400mL,195.0
전북,남,2011.0,whole 400mL,56920.0
전북,여,2011.0,whole 400mL,75.0
광주·전남,남,2011.0,whole 400mL,69608.0
광주·전남,여,2011.0,whole 400mL,2170.0
경남,남,2011.0,whole 400mL,59849.0
경남,여,2011.0,whole 400mL,3.0
제주,남,2011.0,whole 400mL,13115.0
제주,여,2011.0,whole 400mL,1100.0
대한적십자사 외,남,2011.0,whole 400mL,72987.0
대한적십자사 외,여,2011.0,whole 400mL,17517.0
서울중앙,남,2012.0,whole 400mL,0.0
서울중앙,여,2012.0,whole 400mL,0.0
서울서부,남,2012.0,whole 400mL,113885.0
서울서부,여,2012.0,whole 400mL,5332.0
서울남부,남,2012.0,whole 400mL,117186.0
서울남부,여,2012.0,whole 400mL,2453.0
서울동부,남,2012.0,whole 400mL,112095.0
서울동부,여,2012.0,whole 400mL,7708.0
부산,남,2012.0,whole 400mL,104782.0
부산,여,2012.0,whole 400mL,414.0
대구·경북,남,2012.0,whole 400mL,102247.0
대구·경북,여,2012.0,whole 400mL,1764.0
인천,남,2012.0,whole 400mL,62600.0
인천,여,2012.0,whole 400mL,1886.0
울산,남,2012.0,whole 400mL,35809.0
울산,여,2012.0,whole 400mL,2.0
경기,남,2012.0,whole 400mL,81005.0
경기,여,2012.0,whole 400mL,1718.0
강원,남,2012.0,whole 400mL,64228.0
강원,여,2012.0,whole 400mL,5019.0
충북,남,2012.0,whole 400mL,48934.0
충북,여,2012.0,whole 400mL,4480.0
대전·세종·충남,남,2012.0,whole 400mL,98244.0
대전·세종·충남,여,2012.0,whole 400mL,124.0
전북,남,2012.0,whole 400mL,58030.0
전북,여,2012.0,whole 400mL,1757.0
광주·전남,남,2012.0,whole 400mL,70367.0
광주·전남,여,2012.0,whole 400mL,1434.0
경남,남,2012.0,whole 400mL,62404.0
경남,여,2012.0,whole 400mL,16.0
제주,남,2012.0,whole 400mL,13272.0
제주,여,2012.0,whole 400mL,1168.0
대한적십자사 외,남,2012.0,whole 400mL,76152.0
대한적십자사 외,여,2012.0,whole 400mL,14739.0
서울중앙,남,2013.0,whole 400mL,0.0
서울중앙,여,2013.0,whole 400mL,0.0
서울서부,남,2013.0,whole 400mL,119268.0
서울서부,여,2013.0,whole 400mL,2087.0
서울남부,남,2013.0,whole 400mL,112573.0
서울남부,여,2013.0,whole 400mL,4470.0
서울동부,남,2013.0,whole 400mL,112838.0
서울동부,여,2013.0,whole 400mL,6562.0
부산,남,2013.0,whole 400mL,100014.0
부산,여,2013.0,whole 400mL,1068.0
대구·경북,남,2013.0,whole 400mL,105045.0
대구·경북,여,2013.0,whole 400mL,2872.0
인천,남,2013.0,whole 400mL,60959.0
인천,여,2013.0,whole 400mL,2007.0
울산,남,2013.0,whole 400mL,34771.0
울산,여,2013.0,whole 400mL,3.0
경기,남,2013.0,whole 400mL,83243.0
경기,여,2013.0,whole 400mL,1314.0
강원,남,2013.0,whole 400mL,69321.0
강원,여,2013.0,whole 400mL,4328.0
충북,남,2013.0,whole 400mL,44458.0
충북,여,2013.0,whole 400mL,4922.0
대전·세종·충남,남,2013.0,whole 400mL,101147.0
대전·세종·충남,여,2013.0,whole 400mL,76.0
전북,남,2013.0,whole 400mL,56113.0
전북,여,2013.0,whole 400mL,1157.0
광주·전남,남,2013.0,whole 400mL,73546.0
광주·전남,여,2013.0,whole 400mL,2463.0
경남,남,2013.0,whole 400mL,61884.0
경남,여,2013.0,whole 400mL,40.0
제주,남,2013.0,whole 400mL,12816.0
제주,여,2013.0,whole 400mL,254.0
대한적십자사 외,남,2013.0,whole 400mL,81272.0
대한적십자사 외,여,2013.0,whole 400mL,27602.0
서울중앙,남,2014.0,whole 400mL,0.0
서울중앙,여,2014.0,whole 400mL,0.0
서울서부,남,2014.0,whole 400mL,122629.0
서울서부,여,2014.0,whole 400mL,1251.0
서울남부,남,2014.0,whole 400mL,103936.0
서울남부,여,2014.0,whole 400mL,5046.0
서울동부,남,2014.0,whole 400mL,112205.0
서울동부,여,2014.0,whole 400mL,5180.0
부산,남,2014.0,whole 400mL,89646.0
부산,여,2014.0,whole 400mL,141.0
대구·경북,남,2014.0,whole 400mL,99160.0
대구·경북,여,2014.0,whole 400mL,2074.0
인천,남,2014.0,whole 400mL,60719.0
인천,여,2014.0,whole 400mL,1275.0
울산,남,2014.0,whole 400mL,37598.0
울산,여,2014.0,whole 400mL,0.0
경기,남,2014.0,whole 400mL,87179.0
경기,여,2014.0,whole 400mL,1331.0
강원,남,2014.0,whole 400mL,69110.0
강원,여,2014.0,whole 400mL,2372.0
충북,남,2014.0,whole 400mL,43844.0
충북,여,2014.0,whole 400mL,5457.0
대전·세종·충남,남,2014.0,whole 400mL,99265.0
대전·세종·충남,여,2014.0,whole 400mL,26.0
전북,남,2014.0,whole 400mL,52601.0
전북,여,2014.0,whole 400mL,938.0
광주·전남,남,2014.0,whole 400mL,71541.0
광주·전남,여,2014.0,whole 400mL,3686.0
경남,남,2014.0,whole 400mL,64509.0
경남,여,2014.0,whole 400mL,14.0
제주,남,2014.0,whole 400mL,12084.0
제주,여,2014.0,whole 400mL,12.0
대한적십자사 외,남,2014.0,whole 400mL,82249.0
대한적십자사 외,여,2014.0,whole 400mL,31186.0
서울중앙,남,2015.0,whole 400mL,0.0
서울중앙,여,2015.0,whole 400mL,0.0
서울서부,남,2015.0,whole 400mL,121155.0
서울서부,여,2015.0,whole 400mL,1335.0
서울남부,남,2015.0,whole 400mL,97892.0
서울남부,여,2015.0,whole 400mL,5542.0
서울동부,남,2015.0,whole 400mL,109684.0
서울동부,여,2015.0,whole 400mL,5727.0
부산,남,2015.0,whole 400mL,91214.0
부산,여,2015.0,whole 400mL,136.0
대구·경북,남,2015.0,whole 400mL,98957.0
대구·경북,여,2015.0,whole 400mL,2402.0
인천,남,2015.0,whole 400mL,63205.0
인천,여,2015.0,whole 400mL,833.0
울산,남,2015.0,whole 400mL,36578.0
울산,여,2015.0,whole 400mL,3.0
경기,남,2015.0,whole 400mL,91357.0
경기,여,2015.0,whole 400mL,627.0
강원,남,2015.0,whole 400mL,72363.0
강원,여,2015.0,whole 400mL,1351.0
충북,남,2015.0,whole 400mL,43483.0
충북,여,2015.0,whole 400mL,6195.0
대전·세종·충남,남,2015.0,whole 400mL,109457.0
대전·세종·충남,여,2015.0,whole 400mL,4748.0
전북,남,2015.0,whole 400mL,56615.0
전북,여,2015.0,whole 400mL,500.0
광주·전남,남,2015.0,whole 400mL,70819.0
광주·전남,여,2015.0,whole 400mL,3029.0
경남,남,2015.0,whole 400mL,64270.0
경남,여,2015.0,whole 400mL,27.0
제주,남,2015.0,whole 400mL,14145.0
제주,여,2015.0,whole 400mL,3.0
대한적십자사 외,남,2015.0,whole 400mL,79689.0
대한적십자사 외,여,2015.0,whole 400mL,30027.0
서울중앙,남,2016.0,whole 400mL,0.0
서울중앙,여,2016.0,whole 400mL,0.0
서울서부,남,2016.0,whole 400mL,122678.0
서울서부,여,2016.0,whole 400mL,6892.0
서울남부,남,2016.0,whole 400mL,104306.0
서울남부,여,2016.0,whole 400mL,4091.0
서울동부,남,2016.0,whole 400mL,116319.0
서울동부,여,2016.0,whole 400mL,5843.0
부산,남,2016.0,whole 400mL,93096.0
부산,여,2016.0,whole 400mL,3384.0
대구·경북,남,2016.0,whole 400mL,99848.0
대구·경북,여,2016.0,whole 400mL,2203.0
인천,남,2016.0,whole 400mL,65567.0
인천,여,2016.0,whole 400mL,1859.0
울산,남,2016.0,whole 400mL,37792.0
울산,여,2016.0,whole 400mL,441.0
경기,남,2016.0,whole 400mL,94326.0
경기,여,2016.0,whole 400mL,2190.0
강원,남,2016.0,whole 400mL,84552.0
강원,여,2016.0,whole 400mL,883.0
충북,남,2016.0,whole 400mL,44026.0
충북,여,2016.0,whole 400mL,6317.0
대전·세종·충남,남,2016.0,whole 400mL,111647.0
대전·세종·충남,여,2016.0,whole 400mL,2756.0
전북,남,2016.0,whole 400mL,56633.0
전북,여,2016.0,whole 400mL,359.0
광주·전남,남,2016.0,whole 400mL,73168.0
광주·전남,여,2016.0,whole 400mL,3200.0
경남,남,2016.0,whole 400mL,65346.0
경남,여,2016.0,whole 400mL,821.0
제주,남,2016.0,whole 400mL,14368.0
제주,여,2016.0,whole 400mL,12.0
대한적십자사 외,남,2016.0,whole 400mL,79153.0
대한적십자사 외,여,2016.0,whole 400mL,24716.0
서울중앙,남,2017.0,whole 400mL,0.0
서울중앙,여,2017.0,whole 400mL,0.0
서울서부,남,2017.0,whole 400mL,110147.0
서울서부,여,2017.0,whole 400mL,6534.0
서울남부,남,2017.0,whole 400mL,116996.0
서울남부,여,2017.0,whole 400mL,1889.0
서울동부,남,2017.0,whole 400mL,115174.0
서울동부,여,2017.0,whole 400mL,5704.0
부산,남,2017.0,whole 400mL,94608.0
부산,여,2017.0,whole 400mL,2217.0
대구·경북,남,2017.0,whole 400mL,98394.0
대구·경북,여,2017.0,whole 400mL,1510.0
인천,남,2017.0,whole 400mL,68811.0
인천,여,2017.0,whole 400mL,3352.0
울산,남,2017.0,whole 400mL,36334.0
울산,여,2017.0,whole 400mL,302.0
경기,남,2017.0,whole 400mL,101312.0
경기,여,2017.0,whole 400mL,4886.0
강원,남,2017.0,whole 400mL,88066.0
강원,여,2017.0,whole 400mL,2465.0
충북,남,2017.0,whole 400mL,45515.0
충북,여,2017.0,whole 400mL,5868.0
대전·세종·충남,남,2017.0,whole 400mL,106525.0
대전·세종·충남,여,2017.0,whole 400mL,3359.0
전북,남,2017.0,whole 400mL,55000.0
전북,여,2017.0,whole 400mL,490.0
광주·전남,남,2017.0,whole 400mL,81366.0
광주·전남,여,2017.0,whole 400mL,2335.0
경남,남,2017.0,whole 400mL,63972.0
경남,여,2017.0,whole 400mL,1415.0
제주,남,2017.0,whole 400mL,15416.0
제주,여,2017.0,whole 400mL,79.0
대한적십자사 외,남,2017.0,whole 400mL,80561.0
대한적십자사 외,여,2017.0,whole 400mL,16350.0
서울중앙,남,2018.0,whole 400mL,108716.0
서울중앙,여,2018.0,whole 400mL,4401.0
서울서부,남,2018.0,whole 400mL,0.0
서울서부,여,2018.0,whole 400mL,0.0
서울남부,남,2018.0,whole 400mL,106544.0
서울남부,여,2018.0,whole 400mL,1109.0
서울동부,남,2018.0,whole 400mL,115941.0
서울동부,여,2018.0,whole 400mL,6356.0
부산,남,2018.0,whole 400mL,98336.0
부산,여,2018.0,whole 400mL,1727.0
대구·경북,남,2018.0,whole 400mL,103303.0
대구·경북,여,2018.0,whole 400mL,1307.0
인천,남,2018.0,whole 400mL,68971.0
인천,여,2018.0,whole 400mL,6415.0
울산,남,2018.0,whole 400mL,37359.0
울산,여,2018.0,whole 400mL,111.0
경기,남,2018.0,whole 400mL,97115.0
경기,여,2018.0,whole 400mL,2516.0
강원,남,2018.0,whole 400mL,95807.0
강원,여,2018.0,whole 400mL,1958.0
충북,남,2018.0,whole 400mL,46068.0
충북,여,2018.0,whole 400mL,4729.0
대전·세종·충남,남,2018.0,whole 400mL,110915.0
대전·세종·충남,여,2018.0,whole 400mL,2138.0
전북,남,2018.0,whole 400mL,53210.0
전북,여,2018.0,whole 400mL,1492.0
광주·전남,남,2018.0,whole 400mL,81066.0
광주·전남,여,2018.0,whole 400mL,2435.0
경남,남,2018.0,whole 400mL,65372.0
경남,여,2018.0,whole 400mL,354.0
제주,남,2018.0,whole 400mL,15308.0
제주,여,2018.0,whole 400mL,45.0
대한적십자사 외,남,2018.0,whole 400mL,76188.0
대한적십자사 외,여,2018.0,whole 400mL,12744.0
서울중앙,남,2019.0,whole 400mL,108527.0
서울중앙,여,2019.0,whole 400mL,3274.0
서울서부,남,2019.0,whole 400mL,0.0
서울서부,여,2019.0,whole 400mL,0.0
서울남부,남,2019.0,whole 400mL,96589.0
서울남부,여,2019.0,whole 400mL,680.0
서울동부,남,2019.0,whole 400mL,107769.0
서울동부,여,2019.0,whole 400mL,4507.0
부산,남,2019.0,whole 400mL,94582.0
부산,여,2019.0,whole 400mL,3512.0
대구·경북,남,2019.0,whole 400mL,98837.0
대구·경북,여,2019.0,whole 400mL,736.0
인천,남,2019.0,whole 400mL,75488.0
인천,여,2019.0,whole 400mL,4824.0
울산,남,2019.0,whole 400mL,40625.0
울산,여,2019.0,whole 400mL,32.0
경기,남,2019.0,whole 400mL,101191.0
경기,여,2019.0,whole 400mL,1171.0
강원,남,2019.0,whole 400mL,89978.0
강원,여,2019.0,whole 400mL,1808.0
충북,남,2019.0,whole 400mL,46572.0
충북,여,2019.0,whole 400mL,2406.0
대전·세종·충남,남,2019.0,whole 400mL,109204.0
대전·세종·충남,여,2019.0,whole 400mL,897.0
전북,남,2019.0,whole 400mL,53281.0
전북,여,2019.0,whole 400mL,1655.0
광주·전남,남,2019.0,whole 400mL,83515.0
광주·전남,여,2019.0,whole 400mL,3382.0
경남,남,2019.0,whole 400mL,64838.0
경남,여,2019.0,whole 400mL,336.0
제주,남,2019.0,whole 400mL,14728.0
제주,여,2019.0,whole 400mL,11.0
대한적십자사 외,남,2019.0,whole 400mL,73698.0
대한적십자사 외,여,2019.0,whole 400mL,4192.0
서울중앙,남,2020.0,whole 400mL,95146.0
서울중앙,여,2020.0,whole 400mL,2572.0
서울서부,남,2020.0,whole 400mL,0.0
서울서부,여,2020.0,whole 400mL,0.0
서울남부,남,2020.0,whole 400mL,92330.0
서울남부,여,2020.0,whole 400mL,981.0
서울동부,남,2020.0,whole 400mL,108496.0
서울동부,여,2020.0,whole 400mL,3174.0
부산,남,2020.0,whole 400mL,92267.0
부산,여,2020.0,whole 400mL,3063.0
대구·경북,남,2020.0,whole 400mL,83681.0
대구·경북,여,2020.0,whole 400mL,248.0
인천,남,2020.0,whole 400mL,85696.0
인천,여,2020.0,whole 400mL,2917.0
울산,남,2020.0,whole 400mL,41613.0
울산,여,2020.0,whole 400mL,110.0
경기,남,2020.0,whole 400mL,116816.0
경기,여,2020.0,whole 400mL,674.0
강원,남,2020.0,whole 400mL,86032.0
강원,여,2020.0,whole 400mL,1393.0
충북,남,2020.0,whole 400mL,46903.0
충북,여,2020.0,whole 400mL,1744.0
대전·세종·충남,남,2020.0,whole 400mL,114922.0
대전·세종·충남,여,2020.0,whole 400mL,498.0
전북,남,2020.0,whole 400mL,53118.0
전북,여,2020.0,whole 400mL,1059.0
광주·전남,남,2020.0,whole 400mL,80687.0
광주·전남,여,2020.0,whole 400mL,3954.0
경남,남,2020.0,whole 400mL,70328.0
경남,여,2020.0,whole 400mL,645.0
제주,남,2020.0,whole 400mL,17869.0
제주,여,2020.0,whole 400mL,7.0
대한적십자사 외,남,2020.0,whole 400mL,71295.0
대한적십자사 외,여,2020.0,whole 400mL,1903.0
서울중앙,남,2021.0,whole 400mL,94981.0
서울중앙,여,2021.0,whole 400mL,2561.0
서울서부,남,2021.0,whole 400mL,0.0
서울서부,여,2021.0,whole 400mL,0.0
서울남부,남,2021.0,whole 400mL,83883.0
서울남부,여,2021.0,whole 400mL,940.0
서울동부,남,2021.0,whole 400mL,104255.0
서울동부,여,2021.0,whole 400mL,2274.0
부산,남,2021.0,whole 400mL,90442.0
부산,여,2021.0,whole 400mL,2086.0
대구·경북,남,2021.0,whole 400mL,99860.0
대구·경북,여,2021.0,whole 400mL,227.0
인천,남,2021.0,whole 400mL,84829.0
인천,여,2021.0,whole 400mL,2230.0
울산,남,2021.0,whole 400mL,40498.0
울산,여,2021.0,whole 400mL,36.0
경기,남,2021.0,whole 400mL,113166.0
경기,여,2021.0,whole 400mL,501.0
강원,남,2021.0,whole 400mL,80008.0
강원,여,2021.0,whole 400mL,837.0
충북,남,2021.0,whole 400mL,45279.0
충북,여,2021.0,whole 400mL,936.0
대전·세종·충남,남,2021.0,whole 400mL,110306.0
대전·세종·충남,여,2021.0,whole 400mL,448.0
전북,남,2021.0,whole 400mL,53045.0
전북,여,2021.0,whole 400mL,668.0
광주·전남,남,2021.0,whole 400mL,82592.0
광주·전남,여,2021.0,whole 400mL,4050.0
경남,남,2021.0,whole 400mL,66301.0
경남,여,2021.0,whole 400mL,454.0
제주,남,2021.0,whole 400mL,18727.0
제주,여,2021.0,whole 400mL,1.0
대한적십자사 외,남,2021.0,whole 400mL,68236.0
