region,gender,year,method,count
대한적십자사 외,여,2021.0,whole 400mL,898.0
서울중앙,남,2022.0,whole 400mL,94823.0
서울중앙,여,2022.0,whole 400mL,2280.0
서울서부,남,2022.0,whole 400mL,0.0
서울서부,여,2022.0,whole 400mL,0.0
서울남부,남,2022.0,whole 400mL,83452.0
서울남부,여,2022.0,whole 400mL,738.0
서울동부,남,2022.0,whole 400mL,97843.0
서울동부,여,2022.0,whole 400mL,2142.0
부산,남,2022.0,whole 400mL,92160.0
부산,여,2022.0,whole 400mL,1368.0
대구·경북,남,2022.0,whole 400mL,104047.0
대구·경북,여,2022.0,whole 400mL,167.0
인천,남,2022.0,whole 400mL,83056.0
인천,여,2022.0,whole 400mL,1681.0
울산,남,2022.0,whole 400mL,40869.0
울산,여,2022.0,whole 400mL,2721.0
경기,남,2022.0,whole 400mL,104733.0
경기,여,2022.0,whole 400mL,343.0
강원,남,2022.0,whole 400mL,68389.0
강원,여,2022.0,whole 400mL,828.0
충북,남,2022.0,whole 400mL,43056.0
충북,여,2022.0,whole 400mL,467.0
대전·세종·충남,남,2022.0,whole 400mL,105849.0
대전·세종·충남,여,2022.0,whole 400mL,309.0
전북,남,2022.0,whole 400mL,46435.0
전북,여,2022.0,whole 400mL,557.0
광주·전남,남,2022.0,whole 400mL,79900.0
광주·전남,여,2022.0,whole 400mL,5255.0
경남,남,2022.0,whole 400mL,63486.0
경남,여,2022.0,whole 400mL,444.0
제주,남,2022.0,whole 400mL,17205.0
제주,여,2022.0,whole 400mL,7.0
대한적십자사 외,남,2022.0,whole 400mL,85268.0
대한적십자사 외,여,2022.0,whole 400mL,632.0
,,,whole 400mL,0.07165440358900481
,,,whole 400mL,
,,,whole 400mL,134.04931506849314
서울중앙,남,2005.0,plasma,24350.0
서울중앙,여,2005.0,plasma,6606.0
서울서부,남,2005.0,plasma,18300.0
서울서부,여,2005.0,plasma,5203.0
서울남부,남,2005.0,plasma,14285.0
서울남부,여,2005.0,plasma,3868.0
서울동부,남,2005.0,plasma,24999.0
서울동부,여,2005.0,plasma,6650.0
부산,남,2005.0,plasma,31208.0
부산,여,2005.0,plasma,22250.0
대구·경북,남,2005.0,plasma,25598.0
대구·경북,여,2005.0,plasma,15334.0
인천,남,2005.0,plasma,15132.0
인천,여,2005.0,plasma,4259.0
울산,남,2005.0,plasma,19799.0
울산,여,2005.0,plasma,10006.0
경기,남,2005.0,plasma,10857.0
경기,여,2005.0,plasma,2929.0
강원,남,2005.0,plasma,13062.0
강원,여,2005.0,plasma,3516.0
충북,남,2005.0,plasma,20466.0
충북,여,2005.0,plasma,8471.0
대전·세종·충남,남,2005.0,plasma,30413.0
대전·세종·충남,여,2005.0,plasma,10979.0
전북,남,2005.0,plasma,32771.0
전북,여,2005.0,plasma,14106.0
광주·전남,남,2005.0,plasma,38689.0
광주·전남,여,2005.0,plasma,19066.0
경남,남,2005.0,plasma,11931.0
경남,여,2005.0,plasma,4057.0
제주,남,2005.0,plasma,5277.0
제주,여,2005.0,plasma,2778.0
대한적십자사 외,남,2005.0,plasma,7.0
대한적십자사 외,여,2005.0,plasma,0.0
서울중앙,남,2006.0,plasma,26092.0
서울중앙,여,2006.0,plasma,11691.0
서울서부,남,2006.0,plasma,19243.0
서울서부,여,2006.0,plasma,6681.0
서울남부,남,2006.0,plasma,23321.0
서울남부,여,2006.0,plasma,8213.0
서울동부,남,2006.0,plasma,28190.0
서울동부,여,2006.0,plasma,9302.0
부산,남,2006.0,plasma,30421.0
부산,여,2006.0,plasma,20732.0
대구·경북,남,2006.0,plasma,30312.0
대구·경북,여,2006.0,plasma,16611.0
인천,남,2006.0,plasma,15593.0
인천,여,2006.0,plasma,4882.0
울산,남,2006.0,plasma,24017.0
울산,여,2006.0,plasma,10047.0
경기,남,2006.0,plasma,10512.0
경기,여,2006.0,plasma,2976.0
강원,남,2006.0,plasma,12591.0
강원,여,2006.0,plasma,4183.0
충북,남,2006.0,plasma,23289.0
충북,여,2006.0,plasma,9482.0
대전·세종·충남,남,2006.0,plasma,25573.0
대전·세종·충남,여,2006.0,plasma,12192.0
전북,남,2006.0,plasma,34880.0
전북,여,2006.0,plasma,17163.0
광주·전남,남,2006.0,plasma,46209.0
광주·전남,여,2006.0,plasma,25341.0
경남,남,2006.0,plasma,11945.0
경남,여,2006.0,plasma,4248.0
제주,남,2006.0,plasma,5437.0
제주,여,2006.0,plasma,1942.0
대한적십자사 외,남,2006.0,plasma,5.0
대한적십자사 외,여,2006.0,plasma,0.0
서울중앙,남,2007.0,plasma,13140.0
서울중앙,여,2007.0,plasma,4868.0
서울서부,남,2007.0,plasma,14423.0
서울서부,여,2007.0,plasma,6431.0
서울남부,남,2007.0,plasma,13861.0
서울남부,여,2007.0,plasma,3665.0
서울동부,남,2007.0,plasma,10401.0
서울동부,여,2007.0,plasma,2916.0
부산,남,2007.0,plasma,16211.0
부산,여,2007.0,plasma,9138.0
대구·경북,남,2007.0,plasma,10251.0
대구·경북,여,2007.0,plasma,2653.0
인천,남,2007.0,plasma,16135.0
인천,여,2007.0,plasma,6063.0
울산,남,2007.0,plasma,7487.0
울산,여,2007.0,plasma,2218.0
경기,남,2007.0,plasma,8232.0
경기,여,2007.0,plasma,1802.0
강원,남,2007.0,plasma,5653.0
강원,여,2007.0,plasma,1281.0
충북,남,2007.0,plasma,10258.0
충북,여,2007.0,plasma,2699.0
대전·세종·충남,남,2007.0,plasma,13033.0
대전·세종·충남,여,2007.0,plasma,4062.0
전북,남,2007.0,plasma,15101.0
전북,여,2007.0,plasma,5458.0
광주·전남,남,2007.0,plasma,19541.0
광주·전남,여,2007.0,plasma,9081.0
경남,남,2007.0,plasma,4774.0
경남,여,2007.0,plasma,643.0
제주,남,2007.0,plasma,2663.0
제주,여,2007.0,plasma,653.0
대한적십자사 외,남,2007.0,plasma,1.0
대한적십자사 외,여,2007.0,plasma,2.0
서울중앙,남,2008.0,plasma,24627.0
서울중앙,여,2008.0,plasma,7066.0
서울서부,남,2008.0,plasma,25599.0
서울서부,여,2008.0,plasma,10270.0
서울남부,남,2008.0,plasma,17361.0
서울남부,여,2008.0,plasma,5548.0
서울동부,남,2008.0,plasma,15165.0
서울동부,여,2008.0,plasma,3581.0
부산,남,2008.0,plasma,21828.0
부산,여,2008.0,plasma,13535.0
대구·경북,남,2008.0,plasma,11753.0
대구·경북,여,2008.0,plasma,3551.0
인천,남,2008.0,plasma,23054.0
인천,여,2008.0,plasma,6435.0
울산,남,2008.0,plasma,12243.0
울산,여,2008.0,plasma,4822.0
경기,남,2008.0,plasma,12573.0
경기,여,2008.0,plasma,3211.0
강원,남,2008.0,plasma,16957.0
강원,여,2008.0,plasma,2050.0
충북,남,2008.0,plasma,12993.0
충북,여,2008.0,plasma,4009.0
대전·세종·충남,남,2008.0,plasma,21476.0
대전·세종·충남,여,2008.0,plasma,9699.0
전북,남,2008.0,plasma,19009.0
전북,여,2008.0,plasma,8256.0
광주·전남,남,2008.0,plasma,28593.0
광주·전남,여,2008.0,plasma,16767.0
경남,남,2008.0,plasma,7159.0
경남,여,2008.0,plasma,1928.0
제주,남,2008.0,plasma,4166.0
제주,여,2008.0,plasma,1851.0
대한적십자사 외,남,2008.0,plasma,3.0
대한적십자사 외,여,2008.0,plasma,0.0
서울중앙,남,2009.0,plasma,26492.0
서울중앙,여,2009.0,plasma,9639.0
서울서부,남,2009.0,plasma,27745.0
서울서부,여,2009.0,plasma,12169.0
서울남부,남,2009.0,plasma,21185.0
서울남부,여,2009.0,plasma,7171.0
서울동부,남,2009.0,plasma,25960.0
서울동부,여,2009.0,plasma,7949.0
부산,남,2009.0,plasma,26354.0
부산,여,2009.0,plasma,16664.0
대구·경북,남,2009.0,plasma,14322.0
대구·경북,여,2009.0,plasma,4332.0
인천,남,2009.0,plasma,24813.0
인천,여,2009.0,plasma,7781.0
울산,남,2009.0,plasma,11329.0
울산,여,2009.0,plasma,3836.0
경기,남,2009.0,plasma,16210.0
경기,여,2009.0,plasma,4624.0
강원,남,2009.0,plasma,17471.0
강원,여,2009.0,plasma,2214.0
충북,남,2009.0,plasma,18845.0
충북,여,2009.0,plasma,6127.0
대전·세종·충남,남,2009.0,plasma,27529.0
대전·세종·충남,여,2009.0,plasma,14002.0
전북,남,2009.0,plasma,24232.0
전북,여,2009.0,plasma,10672.0
광주·전남,남,2009.0,plasma,33243.0
광주·전남,여,2009.0,plasma,19111.0
경남,남,2009.0,plasma,9258.0
경남,여,2009.0,plasma,2456.0
제주,남,2009.0,plasma,5977.0
제주,여,2009.0,plasma,3320.0
대한적십자사 외,남,2009.0,plasma,1583.0
대한적십자사 외,여,2009.0,plasma,735.0
서울중앙,남,2010.0,plasma,25142.0
서울중앙,여,2010.0,plasma,14674.0
서울서부,남,2010.0,plasma,10095.0
서울서부,여,2010.0,plasma,5377.0
서울남부,남,2010.0,plasma,21577.0
서울남부,여,2010.0,plasma,8445.0
서울동부,남,2010.0,plasma,26034.0
서울동부,여,2010.0,plasma,10531.0
부산,남,2010.0,plasma,26140.0
부산,여,2010.0,plasma,17369.0
대구·경북,남,2010.0,plasma,15026.0
대구·경북,여,2010.0,plasma,4568.0
인천,남,2010.0,plasma,26019.0
인천,여,2010.0,plasma,9977.0
울산,남,2010.0,plasma,9431.0
울산,여,2010.0,plasma,2657.0
경기,남,2010.0,plasma,16428.0
경기,여,2010.0,plasma,4520.0
강원,남,2010.0,plasma,12995.0
강원,여,2010.0,plasma,2211.0
충북,남,2010.0,plasma,24292.0
충북,여,2010.0,plasma,8839.0
대전·세종·충남,남,2010.0,plasma,33285.0
대전·세종·충남,여,2010.0,plasma,16574.0
전북,남,2010.0,plasma,24884.0
전북,여,2010.0,plasma,11865.0
광주·전남,남,2010.0,plasma,31871.0
광주·전남,여,2010.0,plasma,17781.0
경남,남,2010.0,plasma,12240.0
경남,여,2010.0,plasma,3335.0
제주,남,2010.0,plasma,5784.0
제주,여,2010.0,plasma,3092.0
대한적십자사 외,남,2010.0,plasma,5348.0
대한적십자사 외,여,2010.0,plasma,1700.0
서울중앙,남,2011.0,plasma,0.0
서울중앙,여,2011.0,plasma,0.0
서울서부,남,2011.0,plasma,28636.0
서울서부,여,2011.0,plasma,18592.0
서울남부,남,2011.0,plasma,19439.0
서울남부,여,2011.0,plasma,8356.0
서울동부,남,2011.0,plasma,23741.0
서울동부,여,2011.0,plasma,10935.0
부산,남,2011.0,plasma,20611.0
부산,여,2011.0,plasma,13727.0
대구·경북,남,2011.0,plasma,14376.0
대구·경북,여,2011.0,plasma,4317.0
인천,남,2011.0,plasma,27247.0
인천,여,2011.0,plasma,11746.0
울산,남,2011.0,plasma,7354.0
울산,여,2011.0,plasma,1559.0
경기,남,2011.0,plasma,15422.0
경기,여,2011.0,plasma,4416.0
강원,남,2011.0,plasma,12365.0
강원,여,2011.0,plasma,2431.0
충북,남,2011.0,plasma,16868.0
충북,여,2011.0,plasma,5276.0
대전·세종·충남,남,2011.0,plasma,26919.0
대전·세종·충남,여,2011.0,plasma,12434.0
전북,남,2011.0,plasma,19467.0
전북,여,2011.0,plasma,8716.0
광주·전남,남,2011.0,plasma,24589.0
광주·전남,여,2011.0,plasma,12514.0
경남,남,2011.0,plasma,9536.0
경남,여,2011.0,plasma,1938.0
제주,남,2011.0,plasma,3354.0
제주,여,2011.0,plasma,1265.0
대한적십자사 외,남,2011.0,plasma,7228.0
대한적십자사 외,여,2011.0,plasma,2570.0
서울중앙,남,2012.0,plasma,0.0
서울중앙,여,2012.0,plasma,0.0
서울서부,남,2012.0,plasma,29480.0
서울서부,여,2012.0,plasma,19202.0
서울남부,남,2012.0,plasma,19871.0
서울남부,여,2012.0,plasma,9111.0
서울동부,남,2012.0,plasma,21285.0
서울동부,여,2012.0,plasma,10560.0
부산,남,2012.0,plasma,21467.0
부산,여,2012.0,plasma,14453.0
대구·경북,남,2012.0,plasma,18387.0
대구·경북,여,2012.0,plasma,6371.0
인천,남,2012.0,plasma,26753.0
인천,여,2012.0,plasma,10819.0
울산,남,2012.0,plasma,7607.0
울산,여,2012.0,plasma,2141.0
경기,남,2012.0,plasma,16111.0
경기,여,2012.0,plasma,4963.0
강원,남,2012.0,plasma,13239.0
강원,여,2012.0,plasma,2911.0
충북,남,2012.0,plasma,17631.0
충북,여,2012.0,plasma,5615.0
대전·세종·충남,남,2012.0,plasma,29666.0
대전·세종·충남,여,2012.0,plasma,12211.0
전북,남,2012.0,plasma,19084.0
전북,여,2012.0,plasma,8389.0
광주·전남,남,2012.0,plasma,21791.0
광주·전남,여,2012.0,plasma,10409.0
경남,남,2012.0,plasma,8843.0
경남,여,2012.0,plasma,1554.0
제주,남,2012.0,plasma,2533.0
제주,여,2012.0,plasma,625.0
대한적십자사 외,남,2012.0,plasma,7333.0
대한적십자사 외,여,2012.0,plasma,3702.0
서울중앙,남,2013.0,plasma,0.0
서울중앙,여,2013.0,plasma,0.0
서울서부,남,2013.0,plasma,38912.0
서울서부,여,2013.0,plasma,21219.0
서울남부,남,2013.0,plasma,28255.0
서울남부,여,2013.0,plasma,13455.0
서울동부,남,2013.0,plasma,37955.0
서울동부,여,2013.0,plasma,16882.0
부산,남,2013.0,plasma,30701.0
부산,여,2013.0,plasma,19435.0
대구·경북,남,2013.0,plasma,32323.0
대구·경북,여,2013.0,plasma,13459.0
인천,남,2013.0,plasma,33553.0
인천,여,2013.0,plasma,13705.0
울산,남,2013.0,plasma,11235.0
울산,여,2013.0,plasma,3418.0
경기,남,2013.0,plasma,24425.0
경기,여,2013.0,plasma,7616.0
강원,남,2013.0,plasma,16425.0
강원,여,2013.0,plasma,5154.0
충북,남,2013.0,plasma,20346.0
충북,여,2013.0,plasma,6011.0
대전·세종·충남,남,2013.0,plasma,39269.0
대전·세종·충남,여,2013.0,plasma,16880.0
전북,남,2013.0,plasma,26054.0
전북,여,2013.0,plasma,10423.0
광주·전남,남,2013.0,plasma,33322.0
광주·전남,여,2013.0,plasma,17787.0
경남,남,2013.0,plasma,19083.0
경남,여,2013.0,plasma,6095.0
제주,남,2013.0,plasma,4003.0
제주,여,2013.0,plasma,2204.0
대한적십자사 외,남,2013.0,plasma,9421.0
대한적십자사 외,여,2013.0,plasma,6667.0
서울중앙,남,2014.0,plasma,0.0
서울중앙,여,2014.0,plasma,0.0
서울서부,남,2014.0,plasma,51898.0
서울서부,여,2014.0,plasma,27093.0
서울남부,남,2014.0,plasma,26726.0
서울남부,여,2014.0,plasma,14336.0
서울동부,남,2014.0,plasma,47355.0
서울동부,여,2014.0,plasma,22128.0
부산,남,2014.0,plasma,42308.0
부산,여,2014.0,plasma,27174.0
대구·경북,남,2014.0,plasma,47866.0
대구·경북,여,2014.0,plasma,23924.0
인천,남,2014.0,plasma,37846.0
인천,여,2014.0,plasma,16700.0
울산,남,2014.0,plasma,15517.0
울산,여,2014.0,plasma,4817.0
경기,남,2014.0,plasma,27319.0
경기,여,2014.0,plasma,8695.0
강원,남,2014.0,plasma,19242.0
강원,여,2014.0,plasma,7226.0
충북,남,2014.0,plasma,20244.0
충북,여,2014.0,plasma,7573.0
대전·세종·충남,남,2014.0,plasma,44000.0
대전·세종·충남,여,2014.0,plasma,19351.0
전북,남,2014.0,plasma,25286.0
전북,여,2014.0,plasma,10460.0
광주·전남,남,2014.0,plasma,40839.0
광주·전남,여,2014.0,plasma,21622.0
경남,남,2014.0,plasma,24911.0
경남,여,2014.0,plasma,8169.0
제주,남,2014.0,plasma,5416.0
제주,여,2014.0,plasma,3132.0
대한적십자사 외,남,2014.0,plasma,12573.0
대한적십자사 외,여,2014.0,plasma,8089.0
서울중앙,남,2015.0,plasma,0.0
서울중앙,여,2015.0,plasma,0.0
서울서부,남,2015.0,plasma,47163.0
서울서부,여,2015.0,plasma,22465.0
서울남부,남,2015.0,plasma,26710.0
서울남부,여,2015.0,plasma,13658.0
서울동부,남,2015.0,plasma,42923.0
서울동부,여,2015.0,plasma,15865.0
부산,남,2015.0,plasma,39597.0
부산,여,2015.0,plasma,26809.0
대구·경북,남,2015.0,plasma,46811.0
대구·경북,여,2015.0,plasma,21305.0
인천,남,2015.0,plasma,32273.0
인천,여,2015.0,plasma,14176.0
울산,남,2015.0,plasma,15575.0
울산,여,2015.0,plasma,5466.0
경기,남,2015.0,plasma,26549.0
경기,여,2015.0,plasma,8754.0
강원,남,2015.0,plasma,28257.0
강원,여,2015.0,plasma,9606.0
충북,남,2015.0,plasma,18630.0
충북,여,2015.0,plasma,6602.0
대전·세종·충남,남,2015.0,plasma,44494.0
대전·세종·충남,여,2015.0,plasma,20683.0
전북,남,2015.0,plasma,24281.0
전북,여,2015.0,plasma,9660.0
광주·전남,남,2015.0,plasma,39771.0
광주·전남,여,2015.0,plasma,22961.0
경남,남,2015.0,plasma,20596.0
경남,여,2015.0,plasma,6286.0
제주,남,2015.0,plasma,5561.0
제주,여,2015.0,plasma,3422.0
대한적십자사 외,남,2015.0,plasma,18268.0
대한적십자사 외,여,2015.0,plasma,11375.0
서울중앙,남,2016.0,plasma,0.0
서울중앙,여,2016.0,plasma,0.0
서울서부,남,2016.0,plasma,32515.0
서울서부,여,2016.0,plasma,15475.0
서울남부,남,2016.0,plasma,21773.0
서울남부,여,2016.0,plasma,11716.0
서울동부,남,2016.0,plasma,26250.0
서울동부,여,2016.0,plasma,11345.0
부산,남,2016.0,plasma,20853.0
부산,여,2016.0,plasma,13217.0
대구·경북,남,2016.0,plasma,31410.0
대구·경북,여,2016.0,plasma,12689.0
인천,남,2016.0,plasma,20801.0
인천,여,2016.0,plasma,8220.0
울산,남,2016.0,plasma,9532.0
울산,여,2016.0,plasma,3451.0
경기,남,2016.0,plasma,21363.0
경기,여,2016.0,plasma,6192.0
강원,남,2016.0,plasma,20295.0
강원,여,2016.0,plasma,5768.0
충북,남,2016.0,plasma,11787.0
충북,여,2016.0,plasma,3047.0
대전·세종·충남,남,2016.0,plasma,30264.0
대전·세종·충남,여,2016.0,plasma,12688.0
전북,남,2016.0,plasma,15931.0
전북,여,2016.0,plasma,5612.0
광주·전남,남,2016.0,plasma,27954.0
광주·전남,여,2016.0,plasma,12746.0
경남,남,2016.0,plasma,14759.0
경남,여,2016.0,plasma,3772.0
제주,남,2016.0,plasma,2850.0
제주,여,2016.0,plasma,1064.0
대한적십자사 외,남,2016.0,plasma,18887.0
대한적십자사 외,여,2016.0,plasma,12410.0
서울중앙,남,2017.0,plasma,0.0
서울중앙,여,2017.0,plasma,0.0
서울서부,남,2017.0,plasma,39123.0
서울서부,여,2017.0,plasma,15867.0
서울남부,남,2017.0,plasma,25742.0
서울남부,여,2017.0,plasma,11928.0
서울동부,남,2017.0,plasma,32084.0
서울동부,여,2017.0,plasma,12548.0
부산,남,2017.0,plasma,28396.0
부산,여,2017.0,plasma,16589.0
대구·경북,남,2017.0,plasma,39782.0
대구·경북,여,2017.0,plasma,14254.0
인천,남,2017.0,plasma,22899.0
인천,여,2017.0,plasma,8507.0
울산,남,2017.0,plasma,11469.0
울산,여,2017.0,plasma,3471.0
경기,남,2017.0,plasma,24815.0
경기,여,2017.0,plasma,6893.0
강원,남,2017.0,plasma,22778.0
강원,여,2017.0,plasma,6050.0
충북,남,2017.0,plasma,15616.0
충북,여,2017.0,plasma,3926.0
대전·세종·충남,남,2017.0,plasma,38646.0
대전·세종·충남,여,2017.0,plasma,14783.0
전북,남,2017.0,plasma,16189.0
전북,여,2017.0,plasma,5342.0
광주·전남,남,2017.0,plasma,34241.0
광주·전남,여,2017.0,plasma,17023.0
경남,남,2017.0,plasma,16269.0
경남,여,2017.0,plasma,4005.0
제주,남,2017.0,plasma,4371.0
제주,여,2017.0,plasma,2120.0
대한적십자사 외,남,2017.0,plasma,20716.0
대한적십자사 외,여,2017.0,plasma,11029.0
서울중앙,남,2018.0,plasma,37659.0
서울중앙,여,2018.0,plasma,13427.0
서울서부,남,2018.0,plasma,0.0
서울서부,여,2018.0,plasma,0.0
서울남부,남,2018.0,plasma,25670.0
서울남부,여,2018.0,plasma,10316.0
서울동부,남,2018.0,plasma,31494.0
서울동부,여,2018.0,plasma,12024.0
부산,남,2018.0,plasma,28589.0
부산,여,2018.0,plasma,14527.0
대구·경북,남,2018.0,plasma,41201.0
대구·경북,여,2018.0,plasma,12477.0
인천,남,2018.0,plasma,20041.0
인천,여,2018.0,plasma,6423.0
울산,남,2018.0,plasma,12001.0
울산,여,2018.0,plasma,3591.0
경기,남,2018.0,plasma,25846.0
경기,여,2018.0,plasma,6828.0
강원,남,2018.0,plasma,22874.0
강원,여,2018.0,plasma,5599.0
충북,남,2018.0,plasma,15621.0
충북,여,2018.0,plasma,3422.0
대전·세종·충남,남,2018.0,plasma,41303.0
대전·세종·충남,여,2018.0,plasma,14324.0
전북,남,2018.0,plasma,14306.0
전북,여,2018.0,plasma,4444.0
광주·전남,남,2018.0,plasma,33144.0
광주·전남,여,2018.0,plasma,12937.0
경남,남,2018.0,plasma,17242.0
경남,여,2018.0,plasma,3973.0
제주,남,2018.0,plasma,3597.0
제주,여,2018.0,plasma,1251.0
대한적십자사 외,남,2018.0,plasma,22403.0
대한적십자사 외,여,2018.0,plasma,8293.0
서울중앙,남,2019.0,plasma,28477.0
서울중앙,여,2019.0,plasma,10786.0
서울서부,남,2019.0,plasma,0.0
서울서부,여,2019.0,plasma,0.0
서울남부,남,2019.0,plasma,20978.0
서울남부,여,2019.0,plasma,8812.0
서울동부,남,2019.0,plasma,27392.0
서울동부,여,2019.0,plasma,9759.0
부산,남,2019.0,plasma,26551.0
부산,여,2019.0,plasma,12904.0
대구·경북,남,2019.0,plasma,38564.0
대구·경북,여,2019.0,plasma,11764.0
인천,남,2019.0,plasma,15111.0
인천,여,2019.0,plasma,5298.0
울산,남,2019.0,plasma,10743.0
울산,여,2019.0,plasma,3196.0
경기,남,2019.0,plasma,20590.0
경기,여,2019.0,plasma,5707.0
강원,남,2019.0,plasma,21364.0
강원,여,2019.0,plasma,4889.0
충북,남,2019.0,plasma,13117.0
충북,여,2019.0,plasma,3065.0
대전·세종·충남,남,2019.0,plasma,41770.0
대전·세종·충남,여,2019.0,plasma,14267.0
전북,남,2019.0,plasma,12515.0
전북,여,2019.0,plasma,3621.0
광주·전남,남,2019.0,plasma,31072.0
광주·전남,여,2019.0,plasma,11576.0
경남,남,2019.0,plasma,16350.0
경남,여,2019.0,plasma,3486.0
제주,남,2019.0,plasma,4119.0
제주,여,2019.0,plasma,1673.0
대한적십자사 외,남,2019.0,plasma,20198.0
대한적십자사 외,여,2019.0,plasma,5332.0
서울중앙,남,2020.0,plasma,21816.0
서울중앙,여,2020.0,plasma,9996.0
서울서부,남,2020.0,plasma,0.0
서울서부,여,2020.0,plasma,0.0
서울남부,남,2020.0,plasma,16438.0
서울남부,여,2020.0,plasma,7144.0
서울동부,남,2020.0,plasma,21066.0
서울동부,여,2020.0,plasma,8906.0
부산,남,2020.0,plasma,22533.0
부산,여,2020.0,plasma,11311.0
대구·경북,남,2020.0,plasma,33827.0
대구·경북,여,2020.0,plasma,10257.0
인천,남,2020.0,plasma,16096.0
인천,여,2020.0,plasma,5358.0
울산,남,2020.0,plasma,8467.0
울산,여,2020.0,plasma,2244.0
경기,남,2020.0,plasma,17926.0
경기,여,2020.0,plasma,5326.0
강원,남,2020.0,plasma,17802.0
강원,여,2020.0,plasma,4314.0
충북,남,2020.0,plasma,11566.0
충북,여,2020.0,plasma,2402.0
대전·세종·충남,남,2020.0,plasma,37146.0
대전·세종·충남,여,2020.0,plasma,11666.0
전북,남,2020.0,plasma,10514.0
전북,여,2020.0,plasma,3243.0
광주·전남,남,2020.0,plasma,26476.0
광주·전남,여,2020.0,plasma,9004.0
경남,남,2020.0,plasma,15289.0
경남,여,2020.0,plasma,3405.0
제주,남,2020.0,plasma,5294.0
제주,여,2020.0,plasma,2149.0
대한적십자사 외,남,2020.0,plasma,16110.0
대한적십자사 외,여,2020.0,plasma,5562.0
서울중앙,남,2021.0,plasma,19137.0
서울중앙,여,2021.0,plasma,8128.0
서울서부,남,2021.0,plasma,0.0
서울서부,여,2021.0,plasma,0.0
서울남부,남,2021.0,plasma,13607.0
서울남부,여,2021.0,plasma,5626.0
서울동부,남,2021.0,plasma,19698.0
서울동부,여,2021.0,plasma,8298.0
부산,남,2021.0,plasma,20013.0
부산,여,2021.0,plasma,10234.0
대구·경북,남,2021.0,plasma,32711.0
대구·경북,여,2021.0,plasma,9263.0
인천,남,2021.0,plasma,16473.0
인천,여,2021.0,plasma,5009.0
울산,남,2021.0,plasma,8168.0
울산,여,2021.0,plasma,2033.0
경기,남,2021.0,plasma,17533.0
경기,여,2021.0,plasma,5062.0
강원,남,2021.0,plasma,16397.0
강원,여,2021.0,plasma,3982.0
충북,남,2021.0,plasma,9894.0
충북,여,2021.0,plasma,2148.0
대전·세종·충남,남,2021.0,plasma,33818.0
대전·세종·충남,여,2021.0,plasma,10346.0
전북,남,2021.0,plasma,9460.0
전북,여,2021.0,plasma,2680.0
광주·전남,남,2021.0,plasma,22487.0
광주·전남,여,2021.0,plasma,8224.0
경남,남,2021.0,plasma,13847.0
경남,여,2021.0,plasma,3122.0
제주,남,2021.0,plasma,4327.0
제주,여,2021.0,plasma,1599.0
대한적십자사 외,남,2021.0,plasma,15644.0
대한적십자사 외,여,2021.0,plasma,5113.0
서울중앙,남,2022.0,plasma,19658.0
서울중앙,여,2022.0,plasma,8960.0
서울서부,남,2022.0,plasma,0.0
서울서부,여,2022.0,plasma,0.0
서울남부,남,2022.0,plasma,13798.0
서울남부,여,2022.0,plasma,6377.0
서울동부,남,2022.0,plasma,22459.0
서울동부,여,2022.0,plasma,8845.0
부산,남,2022.0,plasma,21264.0
부산,여,2022.0,plasma,11317.0
대구·경북,남,2022.0,plasma,27069.0
대구·경북,여,2022.0,plasma,9801.0
인천,남,2022.0,plasma,17053.0
인천,여,2022.0,plasma,5738.0
울산,남,2022.0,plasma,8728.0
울산,여,2022.0,plasma,2647.0
경기,남,2022.0,plasma,18197.0
경기,여,2022.0,plasma,5266.0
강원,남,2022.0,plasma,16808.0
강원,여,2022.0,plasma,3934.0
충북,남,2022.0,plasma,10297.0
충북,여,2022.0,plasma,2016.0
대전·세종·충남,남,2022.0,plasma,37941.0
대전·세종·충남,여,2022.0,plasma,13035.0
전북,남,2022.0,plasma,10945.0
전북,여,2022.0,plasma,3399.0
광주·전남,남,2022.0,plasma,24917.0
광주·전남,여,2022.0,plasma,9853.0
경남,남,2022.0,plasma,15389.0
경남,여,2022.0,plasma,3765.0
제주,남,2022.0,plasma,5182.0
제주,여,2022.0,plasma,2212.0
대한적십자사 외,남,2022.0,plasma,15647.0
대한적십자사 외,여,2022.0,plasma,4568.0
,,,plasma,
,,,plasma,
,,,plasma,
서울중앙,남,2005.0,platelet,11920.0
서울중앙,여,2005.0,platelet,1088.0
서울서부,남,2005.0,platelet,17110.0
서울서부,여,2005.0,platelet,1093.0
서울남부,남,2005.0,platelet,8334.0
서울남부,여,2005.0,platelet,406.0
서울동부,남,2005.0,platelet,4290.0
서울동부,여,2005.0,platelet,231.0
부산,남,2005.0,platelet,2722.0
부산,여,2005.0,platelet,66.0
대구·경북,남,2005.0,platelet,3715.0
대구·경북,여,2005.0,platelet,652.0
인천,남,2005.0,platelet,2791.0
인천,여,2005.0,platelet,294.0
울산,남,2005.0,platelet,1012.0
울산,여,2005.0,platelet,17.0
경기,남,2005.0,platelet,3342.0
경기,여,2005.0,platelet,117.0
강원,남,2005.0,platelet,336.0
강원,여,2005.0,platelet,10.0
충북,남,2005.0,platelet,799.0
충북,여,2005.0,platelet,46.0
대전·세종·충남,남,2005.0,platelet,710.0
대전·세종·충남,여,2005.0,platelet,66.0
전북,남,2005.0,platelet,1691.0
전북,여,2005.0,platelet,130.0
