region,gender,count,year,age_band
제주,여,87,2009,50대
서울중앙,남,435,2009,60대
서울중앙,여,85,2009,60대
서울서부,남,371,2009,60대
서울서부,여,48,2009,60대
서울남부,남,411,2009,60대
서울남부,여,51,2009,60대
서울동부,남,287,2009,60대
서울동부,여,44,2009,60대
부산,남,220,2009,60대
부산,여,58,2009,60대
대구·경북,남,244,2009,60대
대구·경북,여,35,2009,60대
인천,남,184,2009,60대
인천,여,27,2009,60대
울산,남,113,2009,60대
울산,여,0,2009,60대
경기,남,225,2009,60대
경기,여,40,2009,60대
강원,남,112,2009,60대
강원,여,12,2009,60대
충북,남,92,2009,60대
충북,여,5,2009,60대
대전·세종·충남,남,317,2009,60대
대전·세종·충남,여,27,2009,60대
전북,남,147,2009,60대
전북,여,2,2009,60대
광주·전남,남,197,2009,60대
광주·전남,여,5,2009,60대
경남,남,54,2009,60대
경남,여,2,2009,60대
제주,남,71,2009,60대
제주,여,22,2009,60대
서울중앙,남,50237,2010,10대
서울중앙,여,36960,2010,10대
서울서부,남,16765,2010,10대
서울서부,여,10093,2010,10대
서울남부,남,35807,2010,10대
서울남부,여,22542,2010,10대
서울동부,남,61110,2010,10대
서울동부,여,49399,2010,10대
부산,남,57570,2010,10대
부산,여,35209,2010,10대
대구·경북,남,47832,2010,10대
대구·경북,여,35787,2010,10대
인천,남,38379,2010,10대
인천,여,31076,2010,10대
울산,남,20303,2010,10대
울산,여,11742,2010,10대
경기,남,40438,2010,10대
경기,여,27375,2010,10대
강원,남,17960,2010,10대
강원,여,9098,2010,10대
충북,남,27419,2010,10대
충북,여,11799,2010,10대
대전·세종·충남,남,51662,2010,10대
대전·세종·충남,여,22719,2010,10대
전북,남,35190,2010,10대
전북,여,18139,2010,10대
광주·전남,남,47248,2010,10대
광주·전남,여,41537,2010,10대
경남,남,33610,2010,10대
경남,여,14188,2010,10대
제주,남,7566,2010,10대
제주,여,8000,2010,10대
서울중앙,남,75920,2010,20대
서울중앙,여,31803,2010,20대
서울서부,남,30584,2010,20대
서울서부,여,10888,2010,20대
서울남부,남,82623,2010,20대
서울남부,여,27531,2010,20대
서울동부,남,61673,2010,20대
서울동부,여,26141,2010,20대
부산,남,69879,2010,20대
부산,여,23850,2010,20대
대구·경북,남,67520,2010,20대
대구·경북,여,24523,2010,20대
인천,남,40716,2010,20대
인천,여,14845,2010,20대
울산,남,20767,2010,20대
울산,여,5379,2010,20대
경기,남,45035,2010,20대
경기,여,13816,2010,20대
강원,남,36817,2010,20대
강원,여,5899,2010,20대
충북,남,38211,2010,20대
충북,여,7724,2010,20대
대전·세종·충남,남,65810,2010,20대
대전·세종·충남,여,16144,2010,20대
전북,남,39785,2010,20대
전북,여,9859,2010,20대
광주·전남,남,53017,2010,20대
광주·전남,여,20271,2010,20대
경남,남,39775,2010,20대
경남,여,7648,2010,20대
제주,남,10119,2010,20대
제주,여,4010,2010,20대
서울중앙,남,28883,2010,30대
서울중앙,여,6748,2010,30대
서울서부,남,11544,2010,30대
서울서부,여,2449,2010,30대
서울남부,남,28381,2010,30대
서울남부,여,5559,2010,30대
서울동부,남,22646,2010,30대
서울동부,여,6641,2010,30대
부산,남,27678,2010,30대
부산,여,4162,2010,30대
대구·경북,남,18224,2010,30대
대구·경북,여,3936,2010,30대
인천,남,14243,2010,30대
인천,여,3334,2010,30대
울산,남,7422,2010,30대
울산,여,1229,2010,30대
경기,남,23004,2010,30대
경기,여,3877,2010,30대
강원,남,6691,2010,30대
강원,여,1223,2010,30대
충북,남,8605,2010,30대
충북,여,964,2010,30대
대전·세종·충남,남,18632,2010,30대
대전·세종·충남,여,2307,2010,30대
전북,남,12919,2010,30대
전북,여,1475,2010,30대
광주·전남,남,18166,2010,30대
광주·전남,여,3807,2010,30대
경남,남,13602,2010,30대
경남,여,1346,2010,30대
제주,남,4186,2010,30대
제주,여,1067,2010,30대
서울중앙,남,12745,2010,40대
서울중앙,여,2488,2010,40대
서울서부,남,4680,2010,40대
서울서부,여,798,2010,40대
서울남부,남,11120,2010,40대
서울남부,여,1982,2010,40대
서울동부,남,11742,2010,40대
서울동부,여,3593,2010,40대
부산,남,8532,2010,40대
부산,여,2020,2010,40대
대구·경북,남,9463,2010,40대
대구·경북,여,1881,2010,40대
인천,남,6766,2010,40대
인천,여,1686,2010,40대
울산,남,4710,2010,40대
울산,여,741,2010,40대
경기,남,11454,2010,40대
경기,여,1961,2010,40대
강원,남,3351,2010,40대
강원,여,762,2010,40대
충북,남,4173,2010,40대
충북,여,527,2010,40대
대전·세종·충남,남,9583,2010,40대
대전·세종·충남,여,1376,2010,40대
전북,남,4820,2010,40대
전북,여,706,2010,40대
광주·전남,남,8849,2010,40대
광주·전남,여,2041,2010,40대
경남,남,6366,2010,40대
경남,여,646,2010,40대
제주,남,2101,2010,40대
제주,여,542,2010,40대
서울중앙,남,4059,2010,50대
서울중앙,여,756,2010,50대
서울서부,남,1474,2010,50대
서울서부,여,223,2010,50대
서울남부,남,3491,2010,50대
서울남부,여,621,2010,50대
서울동부,남,4327,2010,50대
서울동부,여,1025,2010,50대
부산,남,3448,2010,50대
부산,여,649,2010,50대
대구·경북,남,3182,2010,50대
대구·경북,여,526,2010,50대
인천,남,2485,2010,50대
인천,여,449,2010,50대
울산,남,1730,2010,50대
울산,여,133,2010,50대
경기,남,3363,2010,50대
경기,여,592,2010,50대
강원,남,1395,2010,50대
강원,여,246,2010,50대
충북,남,1493,2010,50대
충북,여,162,2010,50대
대전·세종·충남,남,3007,2010,50대
대전·세종·충남,여,315,2010,50대
전북,남,1508,2010,50대
전북,여,182,2010,50대
광주·전남,남,2800,2010,50대
광주·전남,여,452,2010,50대
경남,남,2085,2010,50대
경남,여,157,2010,50대
제주,남,652,2010,50대
제주,여,106,2010,50대
서울중앙,남,628,2010,60대
서울중앙,여,104,2010,60대
서울서부,남,212,2010,60대
서울서부,여,24,2010,60대
서울남부,남,498,2010,60대
서울남부,여,57,2010,60대
서울동부,남,583,2010,60대
서울동부,여,67,2010,60대
부산,남,312,2010,60대
부산,여,85,2010,60대
대구·경북,남,346,2010,60대
대구·경북,여,49,2010,60대
인천,남,242,2010,60대
인천,여,27,2010,60대
울산,남,109,2010,60대
울산,여,13,2010,60대
경기,남,321,2010,60대
경기,여,43,2010,60대
강원,남,180,2010,60대
강원,여,10,2010,60대
충북,남,120,2010,60대
충북,여,12,2010,60대
대전·세종·충남,남,397,2010,60대
대전·세종·충남,여,33,2010,60대
전북,남,194,2010,60대
전북,여,7,2010,60대
광주·전남,남,214,2010,60대
광주·전남,여,7,2010,60대
경남,남,108,2010,60대
경남,여,3,2010,60대
제주,남,79,2010,60대
제주,여,26,2010,60대
서울중앙,남,0,2011,10대
서울중앙,여,0,2011,10대
서울서부,남,54005,2011,10대
서울서부,여,44675,2011,10대
서울남부,남,35827,2011,10대
서울남부,여,21368,2011,10대
서울동부,남,62716,2011,10대
서울동부,여,50117,2011,10대
부산,남,52908,2011,10대
부산,여,35894,2011,10대
대구·경북,남,48942,2011,10대
대구·경북,여,36833,2011,10대
인천,남,48150,2011,10대
인천,여,36699,2011,10대
울산,남,21495,2011,10대
울산,여,11399,2011,10대
경기,남,44702,2011,10대
경기,여,29658,2011,10대
강원,남,21332,2011,10대
강원,여,10712,2011,10대
충북,남,25302,2011,10대
충북,여,11008,2011,10대
대전·세종·충남,남,52134,2011,10대
대전·세종·충남,여,24143,2011,10대
전북,남,34212,2011,10대
전북,여,21401,2011,10대
광주·전남,남,48458,2011,10대
광주·전남,여,44487,2011,10대
경남,남,35990,2011,10대
경남,여,13411,2011,10대
제주,남,8067,2011,10대
제주,여,7868,2011,10대
서울중앙,남,0,2011,20대
서울중앙,여,0,2011,20대
서울서부,남,74650,2011,20대
서울서부,여,35928,2011,20대
서울남부,남,79819,2011,20대
서울남부,여,27627,2011,20대
서울동부,남,64292,2011,20대
서울동부,여,30108,2011,20대
부산,남,62963,2011,20대
부산,여,23255,2011,20대
대구·경북,남,63640,2011,20대
대구·경북,여,25449,2011,20대
인천,남,40107,2011,20대
인천,여,16074,2011,20대
울산,남,19419,2011,20대
울산,여,5519,2011,20대
경기,남,44072,2011,20대
경기,여,13848,2011,20대
강원,남,37177,2011,20대
강원,여,6383,2011,20대
충북,남,33951,2011,20대
충북,여,6774,2011,20대
대전·세종·충남,남,63012,2011,20대
대전·세종·충남,여,16807,2011,20대
전북,남,36675,2011,20대
전북,여,10409,2011,20대
광주·전남,남,46177,2011,20대
광주·전남,여,18677,2011,20대
경남,남,35277,2011,20대
경남,여,6843,2011,20대
제주,남,7811,2011,20대
제주,여,3046,2011,20대
서울중앙,남,0,2011,30대
서울중앙,여,0,2011,30대
서울서부,남,30302,2011,30대
서울서부,여,7903,2011,30대
서울남부,남,28226,2011,30대
서울남부,여,5765,2011,30대
서울동부,남,24172,2011,30대
서울동부,여,8100,2011,30대
부산,남,23105,2011,30대
부산,여,4155,2011,30대
대구·경북,남,17148,2011,30대
대구·경북,여,4264,2011,30대
인천,남,15429,2011,30대
인천,여,4016,2011,30대
울산,남,7249,2011,30대
울산,여,1343,2011,30대
경기,남,22297,2011,30대
경기,여,3983,2011,30대
강원,남,7815,2011,30대
강원,여,1598,2011,30대
충북,남,7081,2011,30대
충북,여,1065,2011,30대
대전·세종·충남,남,17055,2011,30대
대전·세종·충남,여,2206,2011,30대
전북,남,13064,2011,30대
전북,여,1669,2011,30대
광주·전남,남,16984,2011,30대
광주·전남,여,3619,2011,30대
경남,남,12107,2011,30대
경남,여,1308,2011,30대
제주,남,3250,2011,30대
제주,여,908,2011,30대
서울중앙,남,0,2011,40대
서울중앙,여,0,2011,40대
서울서부,남,14489,2011,40대
서울서부,여,3044,2011,40대
서울남부,남,11991,2011,40대
서울남부,여,2107,2011,40대
서울동부,남,13995,2011,40대
서울동부,여,4298,2011,40대
부산,남,8112,2011,40대
부산,여,2128,2011,40대
대구·경북,남,8982,2011,40대
대구·경북,여,2158,2011,40대
인천,남,8198,2011,40대
인천,여,2149,2011,40대
울산,남,4408,2011,40대
울산,여,759,2011,40대
경기,남,11420,2011,40대
경기,여,2016,2011,40대
강원,남,4101,2011,40대
강원,여,883,2011,40대
충북,남,3744,2011,40대
충북,여,513,2011,40대
대전·세종·충남,남,9385,2011,40대
대전·세종·충남,여,1142,2011,40대
전북,남,5129,2011,40대
전북,여,832,2011,40대
광주·전남,남,8516,2011,40대
광주·전남,여,2045,2011,40대
경남,남,6318,2011,40대
경남,여,647,2011,40대
제주,남,1859,2011,40대
제주,여,565,2011,40대
서울중앙,남,0,2011,50대
서울중앙,여,0,2011,50대
서울서부,남,4907,2011,50대
서울서부,여,863,2011,50대
서울남부,남,3857,2011,50대
서울남부,여,664,2011,50대
서울동부,남,5241,2011,50대
서울동부,여,1109,2011,50대
부산,남,3448,2011,50대
부산,여,649,2011,50대
대구·경북,남,3286,2011,50대
대구·경북,여,560,2011,50대
인천,남,3093,2011,50대
인천,여,644,2011,50대
울산,남,1616,2011,50대
울산,여,143,2011,50대
경기,남,3578,2011,50대
경기,여,569,2011,50대
강원,남,1709,2011,50대
강원,여,284,2011,50대
충북,남,1563,2011,50대
충북,여,172,2011,50대
대전·세종·충남,남,3155,2011,50대
대전·세종·충남,여,282,2011,50대
전북,남,1631,2011,50대
전북,여,254,2011,50대
광주·전남,남,2935,2011,50대
광주·전남,여,587,2011,50대
경남,남,2165,2011,50대
경남,여,146,2011,50대
제주,남,637,2011,50대
제주,여,94,2011,50대
서울중앙,남,0,2011,60대
서울중앙,여,0,2011,60대
서울서부,남,724,2011,60대
서울서부,여,108,2011,60대
서울남부,남,645,2011,60대
서울남부,여,61,2011,60대
서울동부,남,797,2011,60대
서울동부,여,95,2011,60대
부산,남,324,2011,60대
부산,여,76,2011,60대
대구·경북,남,393,2011,60대
대구·경북,여,68,2011,60대
인천,남,311,2011,60대
인천,여,40,2011,60대
울산,남,144,2011,60대
울산,여,10,2011,60대
경기,남,397,2011,60대
경기,여,49,2011,60대
강원,남,271,2011,60대
강원,여,22,2011,60대
충북,남,177,2011,60대
충북,여,4,2011,60대
대전·세종·충남,남,383,2011,60대
대전·세종·충남,여,33,2011,60대
전북,남,214,2011,60대
전북,여,16,2011,60대
광주·전남,남,248,2011,60대
광주·전남,여,18,2011,60대
경남,남,109,2011,60대
경남,여,3,2011,60대
제주,남,86,2011,60대
제주,여,28,2011,60대
서울중앙,남,0,2012,10대
서울중앙,여,0,2012,10대
서울서부,남,56588,2012,10대
서울서부,여,41391,2012,10대
서울남부,남,35419,2012,10대
서울남부,여,21638,2012,10대
서울동부,남,63804,2012,10대
서울동부,여,49766,2012,10대
부산,남,48760,2012,10대
부산,여,32888,2012,10대
대구·경북,남,49658,2012,10대
대구·경북,여,38746,2012,10대
인천,남,43679,2012,10대
인천,여,33796,2012,10대
울산,남,22062,2012,10대
울산,여,12047,2012,10대
경기,남,38703,2012,10대
경기,여,24851,2012,10대
강원,남,25398,2012,10대
강원,여,11997,2012,10대
충북,남,27770,2012,10대
충북,여,12122,2012,10대
대전·세종·충남,남,52688,2012,10대
대전·세종·충남,여,28054,2012,10대
전북,남,34720,2012,10대
전북,여,21651,2012,10대
광주·전남,남,45431,2012,10대
광주·전남,여,39241,2012,10대
경남,남,37623,2012,10대
경남,여,14840,2012,10대
제주,남,6836,2012,10대
제주,여,7118,2012,10대
서울중앙,남,0,2012,20대
서울중앙,여,0,2012,20대
서울서부,남,81244,2012,20대
서울서부,여,36675,2012,20대
서울남부,남,82836,2012,20대
서울남부,여,30784,2012,20대
서울동부,남,70512,2012,20대
서울동부,여,30936,2012,20대
부산,남,67317,2012,20대
부산,여,25236,2012,20대
대구·경북,남,69486,2012,20대
대구·경북,여,27777,2012,20대
인천,남,41780,2012,20대
인천,여,17112,2012,20대
울산,남,20052,2012,20대
울산,여,6338,2012,20대
경기,남,47964,2012,20대
경기,여,14743,2012,20대
강원,남,46286,2012,20대
강원,여,7299,2012,20대
충북,남,36849,2012,20대
충북,여,7789,2012,20대
대전·세종·충남,남,67248,2012,20대
대전·세종·충남,여,21240,2012,20대
전북,남,36962,2012,20대
전북,여,10730,2012,20대
광주·전남,남,45695,2012,20대
광주·전남,여,18221,2012,20대
경남,남,35105,2012,20대
경남,여,8169,2012,20대
제주,남,7975,2012,20대
제주,여,2875,2012,20대
서울중앙,남,0,2012,30대
서울중앙,여,0,2012,30대
서울서부,남,32643,2012,30대
서울서부,여,8643,2012,30대
서울남부,남,30203,2012,30대
서울남부,여,6813,2012,30대
서울동부,남,24902,2012,30대
서울동부,여,8030,2012,30대
부산,남,23258,2012,30대
부산,여,5003,2012,30대
대구·경북,남,18799,2012,30대
대구·경북,여,4958,2012,30대
인천,남,16113,2012,30대
인천,여,4666,2012,30대
울산,남,8171,2012,30대
울산,여,1631,2012,30대
경기,남,24346,2012,30대
경기,여,4710,2012,30대
강원,남,7670,2012,30대
강원,여,1628,2012,30대
충북,남,7783,2012,30대
충북,여,1150,2012,30대
대전·세종·충남,남,18100,2012,30대
대전·세종·충남,여,2809,2012,30대
전북,남,13427,2012,30대
전북,여,1907,2012,30대
광주·전남,남,18621,2012,30대
광주·전남,여,3552,2012,30대
경남,남,13247,2012,30대
경남,여,1427,2012,30대
제주,남,3116,2012,30대
제주,여,772,2012,30대
서울중앙,남,0,2012,40대
서울중앙,여,0,2012,40대
서울서부,남,15411,2012,40대
서울서부,여,3390,2012,40대
서울남부,남,13010,2012,40대
서울남부,여,2576,2012,40대
서울동부,남,15046,2012,40대
서울동부,여,4759,2012,40대
부산,남,9058,2012,40대
부산,여,2452,2012,40대
대구·경북,남,9746,2012,40대
대구·경북,여,2556,2012,40대
인천,남,8962,2012,40대
인천,여,2543,2012,40대
울산,남,5414,2012,40대
울산,여,930,2012,40대
경기,남,12391,2012,40대
경기,여,2334,2012,40대
강원,남,4512,2012,40대
강원,여,1007,2012,40대
충북,남,4078,2012,40대
충북,여,542,2012,40대
대전·세종·충남,남,10257,2012,40대
대전·세종·충남,여,1473,2012,40대
전북,남,5311,2012,40대
전북,여,1017,2012,40대
광주·전남,남,8710,2012,40대
광주·전남,여,2139,2012,40대
경남,남,6511,2012,40대
경남,여,761,2012,40대
제주,남,1879,2012,40대
제주,여,453,2012,40대
서울중앙,남,0,2012,50대
서울중앙,여,0,2012,50대
서울서부,남,5262,2012,50대
서울서부,여,978,2012,50대
서울남부,남,4038,2012,50대
서울남부,여,804,2012,50대
서울동부,남,5781,2012,50대
서울동부,여,1354,2012,50대
부산,남,3631,2012,50대
부산,여,788,2012,50대
대구·경북,남,3916,2012,50대
대구·경북,여,674,2012,50대
인천,남,3514,2012,50대
인천,여,790,2012,50대
울산,남,1991,2012,50대
울산,여,255,2012,50대
경기,남,4426,2012,50대
경기,여,720,2012,50대
강원,남,1808,2012,50대
강원,여,358,2012,50대
충북,남,1576,2012,50대
충북,여,167,2012,50대
대전·세종·충남,남,3522,2012,50대
대전·세종·충남,여,336,2012,50대
전북,남,1720,2012,50대
전북,여,262,2012,50대
광주·전남,남,3169,2012,50대
광주·전남,여,586,2012,50대
경남,남,2313,2012,50대
경남,여,160,2012,50대
제주,남,623,2012,50대
제주,여,104,2012,50대
서울중앙,남,0,2012,60대
서울중앙,여,0,2012,60대
서울서부,남,823,2012,60대
서울서부,여,122,2012,60대
서울남부,남,730,2012,60대
서울남부,여,130,2012,60대
서울동부,남,1005,2012,60대
서울동부,여,129,2012,60대
부산,남,374,2012,60대
부산,여,110,2012,60대
대구·경북,남,438,2012,60대
대구·경북,여,70,2012,60대
인천,남,405,2012,60대
인천,여,78,2012,60대
울산,남,180,2012,60대
울산,여,10,2012,60대
경기,남,487,2012,60대
경기,여,67,2012,60대
강원,남,313,2012,60대
강원,여,22,2012,60대
충북,남,260,2012,60대
충북,여,11,2012,60대
대전·세종·충남,남,472,2012,60대
대전·세종·충남,여,47,2012,60대
전북,남,203,2012,60대
전북,여,14,2012,60대
광주·전남,남,263,2012,60대
광주·전남,여,27,2012,60대
경남,남,116,2012,60대
경남,여,14,2012,60대
제주,남,86,2012,60대
제주,여,17,2012,60대
서울중앙,남,0,2013,10대
서울중앙,여,0,2013,10대
서울서부,남,55402,2013,10대
서울서부,여,41425,2013,10대
서울남부,남,33996,2013,10대
서울남부,여,21483,2013,10대
서울동부,남,59984,2013,10대
서울동부,여,49604,2013,10대
부산,남,49745,2013,10대
부산,여,36494,2013,10대
대구·경북,남,50441,2013,10대
대구·경북,여,39300,2013,10대
인천,남,39808,2013,10대
인천,여,34031,2013,10대
울산,남,22057,2013,10대
울산,여,11397,2013,10대
경기,남,38780,2013,10대
경기,여,25972,2013,10대
강원,남,25418,2013,10대
강원,여,13666,2013,10대
충북,남,24424,2013,10대
충북,여,12604,2013,10대
대전·세종·충남,남,50129,2013,10대
대전·세종·충남,여,30699,2013,10대
전북,남,34151,2013,10대
전북,여,20675,2013,10대
광주·전남,남,44979,2013,10대
광주·전남,여,42555,2013,10대
경남,남,39749,2013,10대
경남,여,18365,2013,10대
제주,남,6996,2013,10대
제주,여,7649,2013,10대
서울중앙,남,0,2013,20대
서울중앙,여,0,2013,20대
서울서부,남,96517,2013,20대
서울서부,여,37248,2013,20대
서울남부,남,87770,2013,20대
서울남부,여,30705,2013,20대
서울동부,남,88018,2013,20대
서울동부,여,32927,2013,20대
부산,남,71929,2013,20대
부산,여,28662,2013,20대
대구·경북,남,79151,2013,20대
대구·경북,여,30869,2013,20대
인천,남,45355,2013,20대
인천,여,18521,2013,20대
울산,남,22149,2013,20대
울산,여,6511,2013,20대
경기,남,55392,2013,20대
경기,여,16678,2013,20대
강원,남,53149,2013,20대
강원,여,8187,2013,20대
충북,남,36430,2013,20대
충북,여,8521,2013,20대
대전·세종·충남,남,78767,2013,20대
대전·세종·충남,여,24483,2013,20대
전북,남,41543,2013,20대
전북,여,11718,2013,20대
광주·전남,남,53301,2013,20대
광주·전남,여,22162,2013,20대
경남,남,39226,2013,20대
경남,여,9695,2013,20대
제주,남,8300,2013,20대
제주,여,3433,2013,20대
서울중앙,남,0,2013,30대
서울중앙,여,0,2013,30대
서울서부,남,33539,2013,30대
서울서부,여,9079,2013,30대
서울남부,남,30835,2013,30대
서울남부,여,6959,2013,30대
서울동부,남,26722,2013,30대
서울동부,여,7971,2013,30대
부산,남,20103,2013,30대
부산,여,5424,2013,30대
대구·경북,남,20653,2013,30대
대구·경북,여,5092,2013,30대
인천,남,17502,2013,30대
인천,여,4718,2013,30대
울산,남,8399,2013,30대
울산,여,1693,2013,30대
경기,남,26217,2013,30대
경기,여,4838,2013,30대
강원,남,8850,2013,30대
강원,여,1841,2013,30대
충북,남,7881,2013,30대
충북,여,1282,2013,30대
대전·세종·충남,남,19050,2013,30대
대전·세종·충남,여,3145,2013,30대
전북,남,12369,2013,30대
전북,여,1919,2013,30대
광주·전남,남,22422,2013,30대
광주·전남,여,4009,2013,30대
경남,남,14511,2013,30대
경남,여,1792,2013,30대
제주,남,3374,2013,30대
제주,여,1015,2013,30대
서울중앙,남,0,2013,40대
서울중앙,여,0,2013,40대
서울서부,남,17208,2013,40대
서울서부,여,3793,2013,40대
서울남부,남,14193,2013,40대
서울남부,여,2914,2013,40대
서울동부,남,16021,2013,40대
서울동부,여,4980,2013,40대
부산,남,10098,2013,40대
부산,여,2910,2013,40대
대구·경북,남,10978,2013,40대
대구·경북,여,2634,2013,40대
인천,남,9772,2013,40대
인천,여,2594,2013,40대
울산,남,5296,2013,40대
울산,여,1011,2013,40대
경기,남,14205,2013,40대
경기,여,2369,2013,40대
강원,남,5312,2013,40대
강원,여,1227,2013,40대
충북,남,4368,2013,40대
충북,여,560,2013,40대
대전·세종·충남,남,11323,2013,40대
대전·세종·충남,여,1708,2013,40대
전북,남,5603,2013,40대
전북,여,947,2013,40대
광주·전남,남,9446,2013,40대
광주·전남,여,2276,2013,40대
경남,남,7415,2013,40대
경남,여,1049,2013,40대
제주,남,2002,2013,40대
제주,여,554,2013,40대
서울중앙,남,0,2013,50대
서울중앙,여,0,2013,50대
서울서부,남,6107,2013,50대
서울서부,여,1048,2013,50대
서울남부,남,4525,2013,50대
서울남부,여,869,2013,50대
서울동부,남,6112,2013,50대
서울동부,여,1553,2013,50대
부산,남,4001,2013,50대
부산,여,890,2013,50대
대구·경북,남,4255,2013,50대
대구·경북,여,780,2013,50대
인천,남,4103,2013,50대
인천,여,813,2013,50대
울산,남,2271,2013,50대
울산,여,282,2013,50대
경기,남,5284,2013,50대
경기,여,763,2013,50대
강원,남,2041,2013,50대
강원,여,380,2013,50대
충북,남,1611,2013,50대
충북,여,197,2013,50대
대전·세종·충남,남,3795,2013,50대
대전·세종·충남,여,413,2013,50대
전북,남,1921,2013,50대
전북,여,292,2013,50대
광주·전남,남,3627,2013,50대
광주·전남,여,655,2013,50대
경남,남,2587,2013,50대
경남,여,183,2013,50대
제주,남,664,2013,50대
제주,여,128,2013,50대
서울중앙,남,0,2013,60대
서울중앙,여,0,2013,60대
서울서부,남,1055,2013,60대
서울서부,여,182,2013,60대
서울남부,남,861,2013,60대
서울남부,여,141,2013,60대
서울동부,남,1283,2013,60대
서울동부,여,175,2013,60대
부산,남,525,2013,60대
부산,여,142,2013,60대
대구·경북,남,528,2013,60대
대구·경북,여,69,2013,60대
인천,남,491,2013,60대
인천,여,104,2013,60대
울산,남,216,2013,60대
울산,여,23,2013,60대
경기,남,681,2013,60대
경기,여,83,2013,60대
강원,남,343,2013,60대
강원,여,41,2013,60대
충북,남,257,2013,60대
충북,여,10,2013,60대
대전·세종·충남,남,498,2013,60대
대전·세종·충남,여,40,2013,60대
전북,남,274,2013,60대
전북,여,16,2013,60대
광주·전남,남,302,2013,60대
광주·전남,여,30,2013,60대
경남,남,190,2013,60대
경남,여,9,2013,60대
제주,남,162,2013,60대
제주,여,27,2013,60대
서울중앙,남,0,2014,10대
서울중앙,여,0,2014,10대
서울서부,남,63623,2014,10대
서울서부,여,43910,2014,10대
서울남부,남,33932,2014,10대
서울남부,여,20582,2014,10대
서울동부,남,63058,2014,10대
서울동부,여,49790,2014,10대
부산,남,45358,2014,10대
부산,여,37042,2014,10대
대구·경북,남,52822,2014,10대
대구·경북,여,42523,2014,10대
인천,남,41228,2014,10대
인천,여,33289,2014,10대
울산,남,21921,2014,10대
울산,여,10630,2014,10대
경기,남,39954,2014,10대
경기,여,26624,2014,10대
강원,남,24830,2014,10대
강원,여,15125,2014,10대
충북,남,22311,2014,10대
충북,여,13741,2014,10대
대전·세종·충남,남,52709,2014,10대
대전·세종·충남,여,30467,2014,10대
전북,남,28182,2014,10대
전북,여,20134,2014,10대
광주·전남,남,46698,2014,10대
광주·전남,여,44433,2014,10대
경남,남,38763,2014,10대
경남,여,17914,2014,10대
제주,남,7609,2014,10대
제주,여,8094,2014,10대
서울중앙,남,0,2014,20대
서울중앙,여,0,2014,20대
서울서부,남,108099,2014,20대
서울서부,여,40734,2014,20대
서울남부,남,85941,2014,20대
서울남부,여,28168,2014,20대
서울동부,남,96361,2014,20대
서울동부,여,36191,2014,20대
부산,남,75077,2014,20대
부산,여,30702,2014,20대
대구·경북,남,85317,2014,20대
대구·경북,여,32784,2014,20대
인천,남,49214,2014,20대
인천,여,19368,2014,20대
울산,남,26345,2014,20대
울산,여,7047,2014,20대
경기,남,61530,2014,20대
경기,여,18459,2014,20대
강원,남,56269,2014,20대
강원,여,8948,2014,20대
충북,남,37806,2014,20대
충북,여,9261,2014,20대
대전·세종·충남,남,79862,2014,20대
대전·세종·충남,여,24563,2014,20대
전북,남,41498,2014,20대
전북,여,11776,2014,20대
광주·전남,남,59680,2014,20대
광주·전남,여,25822,2014,20대
경남,남,44546,2014,20대
경남,여,9902,2014,20대
제주,남,8086,2014,20대
제주,여,3872,2014,20대
서울중앙,남,0,2014,30대
서울중앙,여,0,2014,30대
서울서부,남,35853,2014,30대
서울서부,여,9600,2014,30대
서울남부,남,29410,2014,30대
서울남부,여,6609,2014,30대
서울동부,남,27773,2014,30대
서울동부,여,8383,2014,30대
부산,남,20092,2014,30대
부산,여,6036,2014,30대
대구·경북,남,22042,2014,30대
대구·경북,여,5742,2014,30대
인천,남,18075,2014,30대
인천,여,4946,2014,30대
울산,남,11294,2014,30대
울산,여,2024,2014,30대
경기,남,27014,2014,30대
경기,여,5234,2014,30대
강원,남,9798,2014,30대
강원,여,2062,2014,30대
충북,남,7674,2014,30대
충북,여,1487,2014,30대
대전·세종·충남,남,20468,2014,30대
대전·세종·충남,여,3561,2014,30대
전북,남,11431,2014,30대
전북,여,2011,2014,30대
광주·전남,남,18633,2014,30대
광주·전남,여,4542,2014,30대
경남,남,15976,2014,30대
경남,여,2128,2014,30대
제주,남,3807,2014,30대
제주,여,1238,2014,30대
서울중앙,남,0,2014,40대
서울중앙,여,0,2014,40대
서울서부,남,19198,2014,40대
서울서부,여,4248,2014,40대
서울남부,남,15078,2014,40대
서울남부,여,2889,2014,40대
서울동부,남,17730,2014,40대
서울동부,여,5840,2014,40대
부산,남,11150,2014,40대
부산,여,3750,2014,40대
대구·경북,남,12612,2014,40대
대구·경북,여,3249,2014,40대
인천,남,10898,2014,40대
인천,여,2735,2014,40대
울산,남,5743,2014,40대
울산,여,1178,2014,40대
경기,남,16567,2014,40대
경기,여,2764,2014,40대
강원,남,6292,2014,40대
강원,여,1460,2014,40대
충북,남,4723,2014,40대
충북,여,827,2014,40대
대전·세종·충남,남,12884,2014,40대
대전·세종·충남,여,2071,2014,40대
전북,남,6306,2014,40대
전북,여,1293,2014,40대
광주·전남,남,10258,2014,40대
광주·전남,여,2826,2014,40대
경남,남,8932,2014,40대
경남,여,1472,2014,40대
제주,남,2546,2014,40대
제주,여,796,2014,40대
서울중앙,남,0,2014,50대
서울중앙,여,0,2014,50대
