promo_name,promo_url,promo_hits,region,gender,special_promo_coef,special_promo_p_val,special_promo_control_coef,special_promo_control_p_val,special_promo_dates,special_promo_control_dates
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,전북,여,-0.015103092073989991,0.8628511830651189,-0.026690455892722273,0.7434690210204574,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,제주,남,-0.006819708003442715,0.9330556800160664,0.1384508130927305,0.06609791403860658,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,제주,여,0.022771712338619826,0.8243467986538429,-0.0227495633105708,0.8109775699118794,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,충북,남,-0.06331510603777282,0.3086565946276016,-0.027641924544412257,0.6317030298547669,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,충북,여,-0.028916053422507734,0.7295616415688058,0.03891207841448472,0.6159444171101642,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,경기,남,-0.017093379644965986,0.6710758432044497,-0.056677887982152717,0.12936720262548865,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,경기,여,-0.10445912067702977,0.03160920522900747,-0.13574009169014611,0.0026448566980684387,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,서울남부,남,0.01664152964370894,0.7119184435467407,0.07792434070680289,0.0625252236340729,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,서울남부,여,0.05361045395629628,0.42364628935978743,0.04179399189617779,0.5012601562984113,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,서울동부,남,-0.037483631952935526,0.4387685208545914,0.0006084816653320156,0.9891873597708676,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,서울동부,여,0.09319539279951465,0.11586937282013891,0.0015202566030920327,0.9779260986794384,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,서울중앙,남,-0.06599389672958639,0.15730356710331225,-0.0989422631915669,0.022321178083917887,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,서울중앙,여,0.12900697965687216,0.02765049283501517,-0.08081597804108903,0.13648556284363317,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,인천,남,-0.08292218144684226,0.06535949571136462,-0.07514510825705989,0.07167612231506564,24,28
ABO Friends대상 4월 라섹 수술이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180620&result=L,7987,인천,여,-0.16741348944671886,0.0026884896649969577,-0.12260621369587199,0.01765576822086401,24,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,강원,남,-0.003958825610721397,0.9546991613563617,0.022810899374171707,0.6637207321382492,16,28
