promo_name,promo_url,promo_hits,region,gender,special_promo_coef,special_promo_control_coef,special_promo_dates,special_promo_control_dates
30대 이상 헌혈자 문화 EVENT! 영화보고 홈파티 즐기자! 2차,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=164737&result=L,11914,전북,남,0.03412131264075017,-0.038635881193446554,48,27
30대 이상 헌혈자 문화 EVENT! 영화보고 홈파티 즐기자! 2차,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=164737&result=L,11914,전북,여,0.15343965101978635,0.12421009037541177,48,27
레드커넥트 어플로 예약하고 외식하자!,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=164537&result=L,20320,전북,남,0.06211350866323548,0.12458326289220557,90,24
레드커넥트 어플로 예약하고 외식하자!,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=164537&result=L,20320,전북,여,0.18012236698437026,-0.0756008072912418,90,24
30대 이상 헌혈자 문화 EVENT! 영화보고 홈파티 즐기자!,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=164219&result=L,15492,전북,남,0.013485819437988641,0.06301428521745503,42,25
30대 이상 헌혈자 문화 EVENT! 영화보고 홈파티 즐기자!,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=164219&result=L,15492,전북,여,0.06361457899112102,0.1733783301173549,42,25
6.14 헌혈자의 날 기념 전북현대모터스 홈경기 관람 이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=163259&result=L,14159,전북,남,0.03980013415594106,-0.06306493952697527,26,28
6.14 헌혈자의 날 기념 전북현대모터스 홈경기 관람 이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=163259&result=L,14159,전북,여,-0.0661047602769519,0.26512380078252235,26,28
전북혈액원과 함께하는 가죽공예 원데이클래스 문화EVENT,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=161905&result=L,3791,전북,남,-0.09305481898694955,-0.09415038579468736,19,28
전북혈액원과 함께하는 가죽공예 원데이클래스 문화EVENT,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=161905&result=L,3791,전북,여,-0.10868911000031357,-0.15138099476968317,19,28
